id,subject,question,choices,answer
14,world_history,십자군 전쟁으로 인한 무역의 재부흥은 주로 어느 나라의 항구를 통해 이루어졌는가?,"['프랑스', '스페인', '그리스', '포르투갈', '이탈리아']",5
15,world_history,다음 중 마야와 아즈텍의 유사성에 대한 설명 중 올바르지 않은 것은?,"['두 나라 모두 3단계의 사회 계급 체계가 있었습니다.', '두 사람 모두 의식적인 인신 희생을 실천했습니다.', '둘 다 유카탄 반도의 일부를 점령했습니다.', '둘 다 스페인에 의해 정복되었습니다.', '둘 다 도시 국가들의 집합으로 구성되었습니다.']",4
16,world_history,무굴 제국의 붕괴에 가장 큰 영향을 미친 요인은 무엇일까요?,"['적의 침입', '종교적 불안', '경제적 고통', '농민 반란', '승계 분쟁']",5
17,world_history,북부 르네상스는 다음과 같은 점에서 이탈리아 르네상스와 가장 달랐습니다.,"['시각 예술을 크게 강조하지 못했습니다.', '종교적 헌신을 더 중요시', '휴머니즘의 개념을 크게 거부했습니다.', '세속주의의 유행을 증가시키지 않았습니다.', '기독교인들 사이의 불협화음 증가']",2
18,world_history,예정 교리를 개발하고 가르친 사람은 누구인가요?,"['존 녹스', '마틴 루터', '울리히 츠빙글리', '존 캘빈', '토마스 모어']",4
19,world_history,포르투갈이 동방으로 향하는 대체 경로를 모색한 주된 동기는 다음과 같습니다.,"['중국과 직접 거래 관계 구축', '스페인과 신대륙에서 스페인과 경쟁합니다.', '이탈리아와 무슬림의 무역 지배 종식', '인도양의 모든 무역 권리를 주장할 수 있습니다.', '서남아시아의 주요 지역 식민지화 시작']",3
20,world_history,7년 전쟁은 어느 나라에 가장 유익했나요?,"['영국', '프랑스', '러시아', '스페인', '이탈리아']",1
21,world_history,다음 중 프랑스 국회의 초기 정부 개혁 계획에 포함된 것은 무엇인가요?,"['입헌 공화국', '독재', '제한된 군주제', '절대 군주제', '민주주의']",3
22,world_history,윌리엄과 메리가 서명한 권리장전에 따르면 영국 군주는 다음을 제외한 모든 행위를 할 수 없었습니다.,"['의회에서 언론의 자유를 방해하는 행위', '입법부의 승인 없이 세금 부과', '국회에서 통과된 모든 법률의 효력 정지', '시민의 불만 사항 청취 거부', '정당한 사유 없이 피험자를 감금하는 행위']",5
23,world_history,루이지애나 매입을 통해 프랑스는 다음을 위한 상당한 자금을 확보할 수 있었습니다.,"['루이 16세의 사치스러운 지출 이후 경제 재건', '이전 정부의 실패에 따른 새로운 공화당 정부 수립', '군주를 전복하고 자코뱅의 새 정부를 출범시켰습니다.', '나폴레옹의 유럽 정복과 프랑스 제국 건설을 위한 자금 지원', '워털루 전투 패배 후 국가 재건']",4
24,world_history,시몬 볼리바르가 아메리카 대륙에서 스페인에 대항하는 혁명을 주도하는 데 가장 큰 관심을 가졌던 이유는 다음과 같습니다.,"['독재자처럼 지역 전체를 통치하기', '라틴 아메리카 통일 국가 수립', '스페인을 북미로 강제 진출', '외부 영향으로부터 지역 격리', '스페인에서 프랑스로 식민지 지배권 이전']",2
25,world_history,테니스 코트 선서를 하면서 국회는 다음과 같이 맹세했습니다.,"['공화당 정부 수립', '억압적인 군주제 타도', '모든 불공정 세금 보이콧', '새로운 주 헌법 작성', '군사 독재 정권 설치']",4
26,world_history,영국에서 산업 혁명이 시작된 것은 주로 다음과 같은 이유에서 비롯되었습니다.,"['광범위한 인구 과잉', '거래 증가', '국가 번영', '농업 혁신', '풍부한 리소스']",4
27,world_history,1884-85년 베를린 회의는 유럽 제국주의 열강들의 평화적 협상을 위한 회의였습니다.,"['중국과의 무역 조건', '아프리카 대륙에 대한 통제권', '동남아시아 항구를 둘러싼 분쟁', '옛 오스만 제국 영토에 대한 권리', '유럽의 국제 무역 정책']",2
28,world_history,19세기 말과 20세기 초의 권투 선수 반란은,"['일본 항구 강제 개방', '인도에서 영국의 억압적인 통치', '중국으로의 외국인 침입', '베트남에서 프랑스인이 초래한 경제적 고통', '인도네시아에서 네덜란드의 지배력']",3
29,world_history,경제학자 아담 스미스의 자유방임주의 이론은 정부가 다음과 같은 개념을 지지했습니다.,"['개인 비즈니스에 대한 간섭 자제', '개인 비즈니스에 대한 직접적인 통제권 행사', '위기 상황에서만 민간 기업 규제', '최소한의 비즈니스 규정 유지', '국내 기업만 규제']",1
30,world_history,경제 제국주의는 다른 형태의 식민지 지배와 다른 점이 있습니다.,"['식민지 영토는 전적으로 제국주의 권력에 의존했습니다.', '제국주의 권력이 식민지 영토의 정부를 직접 통제했습니다.', '제국주의의 영향력 아래 있던 지역은 민간 기업에 의해 통제되었습니다.', '제국주의 열강이 한 지역에 대한 독점적 교역권을 가졌습니다.', '식민지 영토는 자체 독립 정부를 운영하도록 허용되었습니다.']",3
31,world_history,2차 세계대전 중 히틀러의 영국 공격이 결국 실패로 끝난 이유는 무엇일까요?,"['독일 공군은 큰 피해를 입히지 못했습니다.', '미군이 영국을 지원하러 왔습니다.', '이 공격은 나치가 감당하기에는 너무 많은 비용이 들었습니다.', '독일군은 지상 공격을 수행할 수 없었습니다.', '영국은 레이더로 나치 비행기를 추적할 수 있었습니다.']",5
32,world_history,"1917년, 미국은 독일의 음모를 알게 된 후 제1차 세계 대전에 참전했습니다.","['동남아시아에서 미국 영토 장악', '미 해군에 대한 기습 공격 개시', '멕시코가 미국에 빼앗긴 땅을 되찾을 수 있도록 도와주세요.', '미국 주요 해안 도시 공격', '마주치는 모든 미국 원양 정기선을 파괴하십시오.']",3
33,world_history,러시아 내전 당시 대부분의 사람들은 다음과 같은 이유로 레닌의 붉은 군대를 지지했습니다.,"['백군이 차르의 권력을 되찾을 것을 두려워했습니다.', '레닌으로부터 큰 경제적 번영을 약속받았습니다.', '서구의 영향으로부터 스스로를 고립시키고자 했던', '공격적인 공산주의 선전에 의해 강요당했습니다.', '그렇지 않으면 적군이 공격할 것이라고 믿었습니다.']",1
34,world_history,히틀러와 독일인에게 안슐루스라는 용어는 어떤 의미였나요?,"['적군에 대한 기습 공격', '아리안 종족의 정화', '프랑스와 영국의 침공', '독일과 오스트리아의 통일', '비밀 경찰']",4
35,world_history,미군이 핵무기를 사용하게 된 이유는 다음과 같습니다.,"['미군은 일본 본토에 진입할 방법이 없었습니다.', '지상 침공은 너무 많은 사상자를 초래할 것입니다.', '미군은 본토에서 필요한 자원에 접근 할 수 없습니다.', '일본 지상군은 한국군의 추가 지원을 받았습니다.', '미국 대중은 전쟁이 가능한 한 빨리 끝나기를 원했습니다.']",2
36,world_history,제2차 세계대전 후 소련이 동유럽에 공산주의 정권을 설치한 주된 이유는 무엇인가요?,"['민주주의의 확산을 막기 위해', '서구로부터 격리하기 위해', '지역 내 무역을 통제하려면', '천연 자원 공급을 늘리기 위해', '유럽 전역에 공산주의 확산을 돕기 위해']",2
37,world_history,한국전쟁은 왜 결국 교착상태로 끝났을까요?,"['유엔군이 북한 영토에 침투할 수 없었기 때문에', '한국 정부는 한국 국민의 지지를 받지 못했기 때문에', '소련군이 북한을 대신해 참전하겠다고 위협했기 때문입니다.', '중국이 전쟁에 참전하여 유엔군이 후퇴하도록 강요했기 때문에', '북한은 남한을 완전히 점령할 수 있는 자원이 없었기 때문에']",4
38,world_history,1954년 호찌민이 프랑스에 승리한 후 제네바 회의는 다음과 같이 열렸습니다.,"['공식적으로 호를 비난하고 그의 해임을 촉구했습니다.', '베트남을 완전히 독립된 국가로 인정', '베트남을 공산주의 북부와 민주주의 남부로 분열시켰습니다.', '베트남에 대한 국제 경제 금수 조치 제정', '유엔에 프랑스의 통제권을 회복하기 위해 군대를 파견해달라고 청원했습니다.']",3
39,world_history,유대인 국가 이스라엘이 형성된 후 이어진 전쟁은 다음을 제외한 모든 결과를 초래했습니다.,"['이스라엘의 서안지구 통제', '팔레스타인 난민 캠프 설립', '팔레스타인을 위한 이스라엘의 토지 점령', '가자 지구에 대한 이집트의 통제', '아랍군에 대한 이스라엘의 승리']",1
40,world_history,미하일 고르바초프의 페레스트로이카 정책은 다음과 같은 방법으로 소련을 안정시키려는 시도였습니다.,"['정부에 대한 토론 장려', '정치 부패 감소', '경제 구조 조정', '더 많은 해외 무역 허용', '공산주의의 추가 확산 촉진']",3
41,world_history,다음 중 세계화된 무역의 증가에 가장 중요한 요인이 된 것은 무엇인가요?,"['세계 인구 증가', '다국적 기업의 등장', '지역 국가 자원의 감소', '보호 관세 분석', '커뮤니케이션 기술 향상']",4
42,world_history,1948년 유엔이 발표한 세계 인권 선언에는 모든 인간은 다음과 같은 권리를 가진다고 명시되어 있습니다.,"['자유, 평등, 정의', '개인의 생명, 자유 및 안전', '자유, 자치, 법의 보호', '자유, 보안 및 종교적 관용', '생명, 자유, 행복 추구']",2
43,world_history,주류 언론의 주목을 가장 먼저 받은 테러 사건은 무엇인가요?,"['오클라호마 시티 폭탄 테러', '이란 인질 위기', '뮌헨에서 활약하는 이스라엘 선수들', '최초의 세계무역센터 폭탄 테러', '2001년 9월 11일']",3
44,world_history,다음 중 지구 온난화의 가장 중요한 원인은 무엇인가요?,"['글로벌 인구 과잉', '도시화 증가', '원자력 에너지', '화석 연료 연소', '광범위한 삼림 벌채']",4
45,world_history,1997년에 유엔은 다음과 같은 방법으로 지구 온난화 문제를 해결하려고 시도했습니다.,"['온실가스 규제를 위한 조약 체결', '현상에 대한 자체적인 연구를 수행합니다.', '산업계 리더들에게 이산화탄소 배출량 감축을 요청합니다.', '대체 에너지원 개발 장려', '전 세계 지구 온난화 인식 제고 캠페인 시작']",1
46,world_history,마우리아 황제 아쇼카의 통치는 다음과 같은 특징이 있습니다.,"['정직한 선언과 긍정적인 행동', '끊임없는 전쟁과 시민에 대한 잔인함', '억압적이고 금욕적인 전체주의 정부', '광대한 기념물 및 건물 건설', '불교 원칙에 대한 과감한 거부']",1
47,world_history,프리드리히 엥겔스와 같은 사회주의자들은 다음과 같이 주장했습니다.,"['사회는 인간 본성에 내재된 혼란스러운 잔인성으로부터 개인을 보호하기 위해 필요합니다.', '정부는 통치하에 있는 국민을 직접 대표할 때만 진정으로 정의로울 수 있습니다.', '동물이 자연에서 우위를 차지하기 위해 경쟁하듯 국가는 권력과 재산을 놓고 경쟁해야 합니다.', '재정적 부와 자원은 한 국가의 시민들에게 고르게 분배되어야 합니다.', '모든 시민은 국가와 문화의 발전을 위해 헌신할 의무가 있습니다.']",4
49,world_history,다음 중 함무라비가 문명에 기여한 가장 중요한 공헌을 설명하는 것은?,"['기원전 675년경 앗수르 침략군의 패배와 멸망', '서남아시아의 통치자들과 평화로운 협상의 선례', '이집트가 구왕국으로 알려진 시대로 접어들다', '전설적인 바빌론의 행잉 가든의 설계와 건설', '왕국을 통치할 수 있는 포괄적인 법률 체계']",5
50,world_history,지그문트 프로이트가 획기적인 저서 Die Traumdeutung을 통해 의도한 바는 무엇이었을까요?,"['금기된 욕망 조정하기', '꿈의 의미 해석하기', '사회 및 성 역할 탐구하기', '최면 이론에 대한 반박', '정서적 히스테리 치료']",2
51,world_history,몽골의 유목민 관습은 다른 민족을 정복하는 데 가장 큰 도움이 되었다는 점에서 다음과 같이 입증되었습니다.,"['몽골이 막대한 재물과 식량, 무기를 축적하는 데 도움을 주었습니다.', '몽골인들의 강인함과 인내심을 장려했습니다.', '몽골군의 기마술과 기동력을 향상시키고 빠르게 공격할 수 있게 했습니다.', '몽골인들의 다양한 환경에서 생존할 수 있는 능력을 향상시켰습니다.', '몽골 인구와 군대를 늘리는 데 기여했습니다.']",3
52,world_history,녹색 혁명이 현대에 중요한 이유는 다음과 같습니다.,"['환경 보존 이니셔티브에 대한 글로벌 지원 확대', '재생 에너지원의 개발 및 사용 장려', '여성과 아동의 평등한 권리를 적극적으로 옹호합니다.', '동유럽 국가들에 더 큰 정치적 안정을 가져다주었습니다.', '개발도상국의 기아 퇴치를 위한 농작물 수확량 증가']",5
53,world_history,무슬림 달력에서 첫 해를 기념하는 행사는 무엇인가요?,"['무함마드가 코란을 완성했습니다.', '무함마드가 태어났습니다.', '무하마드는 시리아로 향하는 캐러밴에 합류했습니다.', '무하마드가 사망했습니다.', '무함마드는 메카에서 메디나로 여행했습니다.']",5
55,world_history,남아프리카의 아파르트헤이트 정책은 다음과 같은 목적을 위해 특별히 고안되었습니다.,"['지역 내 공산주의 확산 방지', '내부 정치 문제에 대한 외국의 영향력 제한', '유럽 및 미주 지역과의 무역 장려', '아프리카인의 정치적 지배력 보장', '독립 초기 국가 안정화']",4
56,world_history,고대 그리스와 로마인의 업적에 가장 큰 영향을 받은 현대 분야는 무엇인가요?,"['윤리 및 종교', '의료 및 위생', '정치 및 정부', '재무 및 무역', '과학 및 기술']",3
57,world_history,"유럽 역사에서 레벤스라움, 즉 '생활 공간'이라는 용어는 가장 흔히","['20세기 독일의 팽창에 대한 열망', '소수 민족의 게토 마을 강제 이주', '산업화 및 도시화에 대한 거부', '예술과 문학의 목가적 이상에 대한 찬사', '20세기 북미로의 이민']",1
58,world_history,다음 중 두 종교 간의 갈등으로 인해 낭트 칙령(1598년)이 내려진 것은?,"['자이나교와 이슬람교', '칼빈주의와 루터주의', '로마 가톨릭과 개신교', '힌두교와 불교', '시크교와 정통 유대교']",3
59,world_history,19세기에 북미로 이주한 대부분의 아일랜드 시민들의 주된 동기는 무엇이었나요?,"['종교의 자유 찾기', '아일랜드 독립을 위한 지원 찾기', '국가적 기근 탈출', '영국 군대 징집 피하기', '영국 제국주의에 항의하세요']",3
60,world_history,힌두 카스트 제도에서 슈드라 카스트의 구성원은 원래 다음과 같은 역할을 수행했습니다.,"['하인 및 근로자', '왕과 귀족', '트레이더 및 판매자', '군인 및 궁정', '사제 및 교사']",1
61,world_history,올멕 문명은 현대에 알려진 땅을 점령했습니다.,"['바하 캘리포니아 반도', '멕시코 서부 태평양 연안', '과테말라 및 벨리즈 북부', '멕시코 남부 걸프만 연안', '아마존 유역과 열대우림']",4
62,world_history,"""그러므로 모든 사람이 모든 사람에게 적인 전쟁의 시대는 모든 사람이 자신의 힘과 자신의 발명품이 제공하는 것 외에 다른 안전 장치 없이 살아가는 시대와 동일한 결과를 초래합니다. 그러한 상태에서는... 계속되는 두려움과 폭력적인 죽음의 위험이 있으며, 인간의 삶은 고독하고 가난하고 불쾌하고 잔인하고 짧습니다."" 위의 진술은 다음 중 어느 역사적 인물의 견해를 표현한 것입니까?","['토마스 홉스', '존 캘빈', '장 자크 루소', '니콜로 마키아벨리', '토마스 아퀴나스']",1
63,world_history,메이지 유신 기간 동안 일본은 다음과 같은 변화와 가장 유사한 변화를 겪었습니다.,"['헤프탈리아의 통치 아래 페르시아', '차르 피터 1세 통치기의 러시아', '로마 점령하의 유대', '영국 식민지 이전의 스리랑카', '프랑스 혁명 시대의 프랑스']",2
64,world_history,1906년부터 1917년까지 러시아에서 활동한 두마는 다음과 같이 가장 잘 설명할 수 있습니다.,"['혁명적인 비밀 사회', '반공주의 정당', '선출된 입법 기관', '비밀 정부 경찰', '산업 근로자 연합']",3
65,world_history,"비잔틴 제국은 천 년이 넘는 세월이 흐른 후 붕괴했는데, 그 주된 이유는 다음과 같습니다.","['1452년 프레드릭 3세의 신성로마제국 황제 즉위', '1378년경 시작된 대분열', '1453년 오스만 제국의 콘스탄티노플 정복', '1462년 황금 호드에 대한 러시아 조공의 종말', '1453년 백년전쟁을 종식시킨 프랑스의 승리']",3
66,world_history,조지 오웰의 『1984』나 올더스 헉슬리의 『멋진 신세계』 같은 책은 20세기 주요 문학 작품의 예로 어떤 문학 형식을 사용하나요?,"['비극 코미디', '풍자 소설', '에세이 소설', '디스토피아 소설', '페미니스트 소설']",4
67,world_history,20세기 선진국들의 오프쇼어링 관행은 일반적으로 다음을 제외한 모든 사항을 중요하게 생각합니다.,"['원자재 가용성 향상', '국내 경제 발전', '전체 비즈니스 비용 절감', '전반적인 인건비 절감', '덜 엄격한 노동법 및 환경법']",2
68,world_history,농업의 도입은 이전 유목 사회에 가장 큰 영향을 미친 것은 다음과 같습니다.,"['성별에 따른 책임 분담', '인구 밀도 증가', '인간의 잦은 이동을 필요로 합니다.', '음식이 남을 가능성 감소', '전통적인 노동 전문화 근절']",2
69,world_history,마다가스카르가 1960년 독립할 때까지 식민지였던 마다가스카르를 점령한 나라는 어느 나라입니까?,"['프랑스', '독일', '미국', '포르투갈', '영국']",1
70,world_history,1215년에 발행된 마그나 카르타는 다음과 같은 법적 원칙을 확립했습니다.,"['적법한 법적 절차', '입증 책임', '소멸시효', '사법적 존중', '주권 면책']",1
71,world_history,기원전 6세기경 인도에서 힌두교에 대한 종교적 논쟁에 대응하여 불교와 함께 발전한 종교는?,"['자이나교', '라스타파주의', '신도', '시크교', '조로아스터교']",1
72,world_history,1864년에 시작된 파라과이 전쟁에서 파라과이는 다음과 같은 연합군에 맞서 싸웠습니다.,"['스페인과 영국의 식민지 개척자', '우루과이, 아르헨티나, 브라질', '칠레, 페루, 볼리비아', '페루와 영국 식민지', '볼리비아와 스페인 식민지']",2
73,world_history,캐나다 북부 및 남부 지역은 몇 년에 통합되었나요?,"['1755', '1776', '1813', '1841', '1913']",4
74,world_history,중세 아프리카 제국 가나는 영국과 프랑스 사이의 중간적 위치 덕분에 번성했습니다.,"['유럽과 아프리카의 지식인', '소금 상인과 금과 상아 상인', '실크로드와 향신료 루트', '어촌 및 농어촌 지역', '기독교 및 무슬림 정착지']",2
75,world_history,명나라부터 청나라까지 통치자들이 사용했던 중국 황궁은,"['자금성', 'Wumen', '포탈라 궁전', 'Xanadu', '외곽 도시']",1
76,world_history,고대 메소포타미아의 지구라트는 다음과 가장 유사합니다.,"['아리안들의 베다', '이집트인의 피라미드', '로마인의 수로', '아메리카 원주민의 푸에블로', '중국인의 탑']",2
77,world_history,20세기 카슈미르 주를 둘러싼 영토 분쟁은 인도와 파키스탄의 갈등으로 이어졌습니다.,"['러시아', '중국', '파키스탄', '일본', '방글라데시']",3
78,world_history,다음 중 고대 이집트의 파라오에 대해 사실이 아닌 것은?,"['그들은 왕국 땅의 대부분을 소유했습니다.', '죽은 후에는 신성한 존재가 된다고 합니다.', '일반적으로 비주얼라이제이션 담당자에게 업무를 위임합니다.', '남성이어야 했습니다.', '그들은 자연을 통제한다고 믿었습니다.']",4
79,world_history,영국과 중국 간의 아편 무역은 주로 다음과 같은 이유로 발생했습니다.,"['일본의 무역 참여 부족', '중국과의 무역에 대한 유럽의 관심', '아편이 의학적으로 유익하다는 믿음', '유럽산 제품에 대한 중국인의 욕구', '유럽의 천연 자원 희소성 증가']",2
80,world_history,15세기 로마 가톨릭의 대분열은 어떻게 해결되었나요?,"['교회 선거인단이 두 번째, 세 번째 교황을 선출했습니다.', '콘스탄체 공의회는 교황을 소환하기로 결정했습니다.', '학자들은 성경을 모국어인 영어로 번역했습니다.', '스콜라주의는 유럽의 신념 체계를 변화시켰습니다.', '교황청은 일시적으로 프랑스 아비뇽으로 이전했습니다.']",2
81,world_history,유대교의 신학은 다음과 같은 믿음으로 인해 다른 초기 종교와 가장 달랐습니다.,"['일신론', '영지주의', '허무주의', '군주의 신성한 권리', '종교 의례 및 의식']",1
82,world_history,낭만주의와 고전주의의 예술 사조의 주요 차이점은 무엇인가요?,"['낭만주의는 고대 문명의 예술과 사상을 암시합니다.', '낭만주의는 감정과 감성의 중요성을 강조했습니다.', '고전주의는 자연의 형태와 본질에서 영감을 받았습니다.', '낭만주의는 이성과 근거의 원칙에 기반을 두고 있습니다.', '고전주의는 구성에서 과학과 대칭을 거부했습니다.']",2
83,world_history,다음 중 도교에서 중요한 덕목으로 꼽은 것은 무엇인가요?,"['세속적 발전에 집중', '커뮤니티 마인드 함양', '영성과 문화의 분리', '엄격한 도덕적 의무 준수', '모든 세속적 욕망 제거']",5
84,world_history,로제타 스톤은 다음 분야에서 중요했습니다.,"['고대 북아프리카의 통화 및 무역 환율 이해', '그리스어 번역을 사용하여 이집트 상형문자 해독하기', '서남아시아에서 로마 점령의 이정표 추적하기', '선형 A 및 B 양식의 서면 비문 번역', '고대 메소포타미아의 법률에 대한 서면 기록을 제공합니다.']",2
85,world_history,교황 베네딕토 8세는 1022년 로마 가톨릭 교리에 영구적인 변화를 가져온 선언을 통과시켰습니다.,"['성직자에 대한 독신주의 요건 도입', '평신도에게 면죄부 판매를 금지했습니다.', '교회 직분을 판매하는 관행을 제정했습니다.', '종교 재판 중 고문 사용 금지', '복수의 교황을 선출하는 관행을 제정했습니다.']",1
86,world_history,기원전 2500년경 철의 생산과 사용을 개척했을 가능성이 가장 높은 고대 문명은 어느 것일까요?,"['페르시아인', '히브리서', '히타이트', '바빌로니아인', '수메르인']",3
87,world_history,넬슨 만델라와 마하트마 간디의 개별적인 정치적 투쟁은 다음과 같은 점에서 가장 유사했습니다.,"['식민 통치로부터 자국의 독립을 지키기 위해 노력했습니다.', '인종차별을 조장하는 억압적인 정부에 맞서 싸웠습니다.', '결국 각국 정부의 고위 관료가 되었습니다.', '장기간의 단식 투쟁을 통해 불의에 항의했습니다.', '무장 혁명 조직 설립']",2
88,world_history,서기 1100년까지 노르만의 영향력이 가장 강하게 느껴졌던 근대 지역은 어디인가요?,"['노르웨이, 스웨덴, 영국', '아프리카 및 지중해', '러시아 및 발트해 지역', '독일, 오스트리아, 이탈리아', '영국, 이탈리아, 프랑스']",5
89,world_history,구석기 시대는 석기 도구의 사용으로 구별되는 반면 신석기 시대는 다음과 같은 특징으로 구별됩니다.,"['금속 가공 기능', '전쟁의 일부인 기병대', '고급 아키텍처 구축', '농업의 발전', '표시된 제국 건설']",4
90,world_history,중세 도시인 이탈리아 베니스와 멕시코 테노치티틀란은 다음과 같은 점에서 가장 유사합니다.,"['약 40만 명의 시민 수용', '국제 무역의 주요 항구 역할을 했습니다.', '16세기에 침략자들에 의해 약탈당했습니다.', '산업 역량으로 인해 번영했습니다.', '섬 위에 건설되었습니다.']",5
91,world_history,다음 중 총력전으로 알려진 관행의 가장 좋은 예는 무엇인가요?,"['전통적인 지상 전투를 넘어 해상과 공중으로 무력 분쟁의 확장', '적 영토 내에서 광범위한 첩보 및 정찰 네트워크 사용', '대중의 정서에 영향을 미치기 위한 첨단 기술 및 프로파간다 사용', '민간인 거점을 폭격하여 적의 전투 지속 능력을 파괴합니다.', '적 군대를 완전히 파괴하지 않고는 분쟁을 끝낼 수 없습니다.']",4
92,world_history,"""예의가 없는 공손함은 번잡함이 되고, 예의가 없는 신중함은 소심함이 되고, 예의가 없는 대담함은 불복종이 되고, 예의가 없는 직설은 무례함이 된다."" 위의 발췌문은 다음과 같은 관점을 표현합니다.","['마키아벨리', '소크라테스', '에라스무스', '공자', '노자']",4
93,world_history,다음 중 고대 및 중세 문명의 노예제 관행에 대한 진술 중 사실이 아닌 것은?,"['노예제는 수렵 채집 인구 사이에서 거의 추구되지 않았습니다.', '노예가 된 사람들은 다양한 직종에서 일하게 되었습니다.', '유럽 식민지화 이전에도 아프리카에는 노예제도가 존재했습니다.', '노예는 고대 그리스와 로마에서 중요한 존재였습니다.', '노예가 된 사람들은 거의 대부분 아프리카계 흑인이었습니다.']",5
95,world_history,1848년 프랑크푸르트 암 마인에서 열린 자유주의 지도자 회의의 주요 목표는 다음과 같습니다.,"['독일 국가의 자율성 파괴', '독일 왕자로부터 정치적 호의 얻기', '세습 군주제 폐지', '독일 국가 통일 촉진', '프로이센의 프레드릭 윌리엄 전복']",4
96,world_history,19세기 유럽 제국주의 열강들이 이집트에서 영향력 경쟁을 벌인 이유는 주로,"['수에즈 운하의 중요성', '나일강 계곡을 이용하려는 욕망', '이집트를 통한 군대 이동의 용이성', '산업 역량 활용에 대한 관심', '풍부한 노동력과 자원']",1
97,world_history,다음 중 열반의 상태를 궁극적인 영적 목표로 보지 않는 종교는 무엇인가요?,"['불교', '힌두교', '이슬람교', '자이나교', '시크교']",3
