,id,title,context,question,answers
1710,6344596-6-2,최진실의_죽음,"한국여성의전화에서는 '가정폭력 피해 지원 시스템의 문제와 과제'라는 주제로 토론회를 개최했고 그것을 자료로 남겼는데, 그 자료를 토대로 1990년부터 2002년까지 한국에서 발생한 살인사건을 분석했는데, 살해당한 여성의 21.2%가 자신의 배우자에게 살해되었다. 그 중에서 72%는 과거부터 지속적인 폭행·학대가 유지된 경우였다. 2011년에 작성된 뉴스 기사에 따르면 대한민국은 가정폭력 발생율이 영국이나 일본보다 5배 많은 것으로 조사되었고, 가정폭력 피해자는 자신이 그 피해자라는 사실에 부끄러움을 느끼고 그 피해 사실을 행정 기관 등에 알리는 것을 꺼려하는 경향이 강하다는 조사 결과가 나왔다. 2010년에 여성가족부는 전국 3800여 가구를 대상으로 '전국 가정폭력 실태'를 조사했는데, 가정폭력 가운데 부부 폭력 피해를 경험한 여성의 62.7%는 외부에 도움을 요청하지 않았다.",2011년 뉴스 기사에서는 대한민국의 가정폭력 발생율이 영국이나 일본보다 몇배 많은것으로 조사 되었는가?,"{'text': ['5배'], 'answer_start': [233]}"
1713,6344596-7-2,최진실의_죽음,"한양대학교 신경정신과 김광일 교수는 자신의 저서 《가정폭력》(1988년)에서, ""가정폭력 문제를 해결할 수 있는 첫 단계는 '말하라'이다. 즉, 자신의 피해 사실을 주변에 알리라는 것이다. 자신에게 발생하는 폭력의 본질을 알고 사회적 도움을 얻으라는 것이다""라고 말했다. 연세대학교 사회복지학과 김재엽 교수는 ""남편에 의한 아내 폭력과 아내에 의한 남편 폭력은 동일하게 비교될 수 없다. 남편에 의한 아내 폭력에 비해 아내에 의한 남편 폭력 발생 건수는 현저히 적고 그 피해 정도도 경미하다""라고 말했다. 2011년 6월, 한국여성의전화 정춘숙 상임대표는 ""언론은 가정폭력에 대해 선정적으로 다루고 왜곡되고 잘못된 표현을 사용하는 경향이 있는데, 이는 가정폭력 문제의 심각성을 배제시키고, 그 성격을 사소한 부부싸움으로 만들어 가정폭력 문제를 개인 간의 문제로 축소시키는 효과를 가져온다. 가정폭력은 개인 간의 사소한 문제가 아니라, 피해자의 생명을 위협할 정도로 심각한 사회적 범죄 행위이고, 성차별적이고 가부장적인 사회 구조가 그 원인을 제공하고 있음을 지각해서, 언론은 가정폭력 피해의 심각성을 다양한 각도로 조명하며 대안을 함께 모색해야 한다. 가정폭력에 대한 우리 사회의 인식을 환기시키고 변화시키는 데 언론이 한 부분을 담당해야 한다""라고 말했다.",남편에 의한 아내 폭력과 아내에 의한 남편 폭력은 동일하게 비교될 수 없다고 한 연세대학교 사회복지학과 교수는 누구인가?,"{'text': ['김재엽 교수'], 'answer_start': [165]}"
1730,6344596-29-2,최진실의_죽음,베르테르 효과는 유명인의 자살이 있은 후에 유사한 방식으로 잇따라 자살이 일어나는 현상을 말한다. 최진실이 2008년 10월 2일 자살한 뒤 그 다음 한 달 동안 1천 700명이 자살하는 등 일시적으로 자살률이 70% 증가했다. 최진실은 KBS 《연예가중계》가 광복 64주년을 맞아 실시한 설문조사에서 '광복 이후 연예계 최고의 뉴스메이커 1위'에 선정되기도 한 인물이어서 그 죽음의 파급력이 상대적으로 컸다. 그리고 유명인의 자살과 관련하여 언론의 선정적이고 무분별한 보도 행태가 베르테르 효과를 부추긴다는 비난의 목소리가 커지면서 한국자살예방협회는 자살 보도 준칙을 제시하였고 한국기자협회는 모든 언론사에 이 자살 보도 준칙을 준수하도록 촉구하며 베르테르 효과를 억제하기 위한 실천에 나섰다.,최진실을 '광복 이후 연예계 최고의 뉴스메이커 1위'로 선정했던 KBS 방송은?,"{'text': ['연예가중계'], 'answer_start': [138]}"
1735,6531607-6-2,삼지연관현악단,"북한은 봉건적이고 또한 시대착오적이라고 비판받는 문화 상징과 정치 의례로 현대적 국가권력을 세습하며 정치적 권위를 재생산하고 있는데, 정병호 한양대학교 문화인류학 교수는 인류학자 클리포드 기어츠의 극장국가(theater state) 개념을 활용하여 북한 정치권력의 문화적 작동원리를 검토하였으며 일견 비현실적으로 보이는 정치적 상징, 의례 그리고 공연들이 북한 체제를 가동하는 주된 동력이 되고 있음을 확인할 수 있다고 설명하였다. 북한의 정치체제는 폭넓은 영역에서 상징과 의례 그리고 공연을 통해 정통성과 권위를 재생산하는 상징 권력에 기반을 둔 '극장국가' 체제이며, 이러한 현실에서 정치권력에 의한 새로운 음악단체의 창단은 극장국가의 면모를 일신시키는 또 하나의 기도라는 것이다.",극장국가 개념을 가지고 북한 체제를 설명한 한양대학교 문화인류학 교수는 누구인가?,"{'text': ['정병호'], 'answer_start': [75]}"
1738,6485405-0-2,대마초,"대마초는 인류가 이용해 온 가장 오래된 약제 중 하나로, 현대에는 주로 오락적, 종교적(영적) 또는 의료적 목적으로 사용되고 있다. 국제 연합(UN)이 2004년에 추정한 바에 따르면, 전 세계 성년 인구의 4% 정도(약 1억6,200만명)가 대마초를 1년에 1회 이상 흡연하고 있으며, 전 세계 성년 인구의 0.6% 정도(약 2,250만명)가 1일 1회 이상 흡연하고 있다고 한다. 대마초의 소지나 사용, 판매행위는 그것이 갖고 있는 각성 효과 때문에 20세기 초부터 전 세계 거의 대부분의 나라에서 불법으로 규정되었다. 전 세계 대부분 국가에서 대마초의 흡연은 불법이고 그 재배와 유통은 엄격한 통제를 받지만, 일부 국가에서는 그러한 규제를 완화하고 있다.",2004년 기준으로 국제연합이 추정한 대마초를 흡연하고 있는 전 세계 청년 인구의 비율은?,"{'text': ['0.6%'], 'answer_start': [173]}"
1741,6566153-0-2,토카막,"핵융합은 두 개의 원자가 합쳐져 새로운 물질을 만들 때 질량이 손실되어 에너지가 방출되는 것을 말한다. 비슷한 원리로 원자력이라고 불리는 핵분열 반응은 무거운 원자가 외부 자극에 의해 분열하게 될 때 질량손실이 일어나게 되어 아인슈타인의 상대성 원리 공식에 따라 에너지를 방출한다. 예를 들면 현재 한국에서 가동 중인 핵분열 원자력 발전소에서는 우라늄을 분해하여 전기를 얻고 있다. 핵융합 반응을 가장 쉽게 볼 수 있는 것은 태양이다. 태양이 불타고 있는 이유는 태양 내부에서 수소, 헬륨이 서로 핵융합 반응을 하고 있기 때문이다. 이 과정을 통해 태양은 초당 4조W의 100조배에 달하는 에너지를 방출하고 있다. 이런 핵융합 반응은 중수소와 삼중수소의 반응, 중수소와 중수소의 반응, 중수소와 헬륨의 반응, 중수소와 리튬의 반응 등 여러 가지 형태로 나타날 수 있다. 이 중 핵융합 발전을 위해 가능한 연료로는 지구 상에서 누구나 쉽게 얻을 수 있어야 하며 핵융합 반응이 쉽게 일어날 수 있어야 한다는 조건이 있어야 한다. 이를 만족하는 연료로 현재는 중수소와 삼중수소의 반응이 핵융합 반응으로 추대되고 있다. 왜냐하면 중수소는 바닷물에서 아주 쉽고 저렴하게 구할 수 있으며 삼중수소 또한 바닷물에서 구한 리튬을 통해 쉽게 만들 수 있기 때문이다. 이런 핵융합 반응이 일어나기 위해서는 두 가지 중요한 기술이 필요하다. 첫 번째 기술은 플라즈마를 1억도씨 이상으로 가열하는 기술이고 두 번째는 이런 초고온 플라즈마를 핵융합 장치에 가두는 기술이 필요하다.",삼중수소를 만들 수 있는 재료는?,"{'text': ['리튬'], 'answer_start': [620]}"
1752,6596153-2-2,중국인_배척법,"중국인 배척법은 또한 이 기간동안 미국-캐나다 국경에서의 경계 보강의 필요성으로 인해 중국인 배척에 대한 캐나다 정책의 영향력을 통해 미국 이민법의 파워 확장으로 이어졌다. 미국의 중국인 배척법 직후, 캐나다는 자국에 입국하는 중국인 이민자들에게 인두세를 부과하는 1885년 중국인 이민법을 통과시켰다. 미국 정부의 증진되는 압력 이후, 캐나다는 마침내 중국인 이민법을 만들었다. 1923년 중국인들이 캐나다로 이민오는 대부분의 유형을 금지시켰다. 또한 미국-멕시코 국경을 따라, 이러한 종류의 국경 통제의 필요성이 대두되었지만, 국경을 통제하려는 노력은 미국의 제국주의를 경계하고 있었기 때문에 엇나갔으며, 멕시코 내의 미국의 간섭을 원하지 않았다. 이것 뿐만 아니라 멕시코로 이민을 가는 중국인들은 멕시코의 노동력 부족을 채워주었기 때문에 환영을 받았다. 중국인 배척법은 실제로 멕시코 이민자들의 수를 높였다. 따라서, 미국은 멕시코 국경의 치안에 전적으로 의지하고 있었다.",중국인들이 캐나다로 이민오는 대부분의 유형을 금지한 연도는?,"{'text': ['1923년'], 'answer_start': [213]}"
1755,6596153-3-2,중국인_배척법,"이후, 1924년 이민법은 이민을 더욱 제한하여, 모든 종류의 중국인 이민과 다른 아시아계의 이민조차도 제한하였다. 이러한 제한이 20세기 중반에 완화되기까지, 중국인 이민자들은 그들의 가족과 단절된 생활을 할 수 밖에 없었고, 자체적인 생존을 모색하기 위해, 민족적 장벽(차이나타운)을 쌓을 수 밖에 없었다. 중국인 배척법은 백인들이 직면한 문제들에 대해서는 언급하지 않았다. 사실, 중국인들은 빠르게, 의도적으로 일본인들로 대체되었고, 그들은 사회에서의 중국인의 역할을 맡게 되었다. 중국인들과는 달리, 일본인들은 사업을 시작하고, 트럭을 가진 농부가 됨으로써 사회적 지위를 올릴 수도 있었다. 그러나 일본인들은 이후 〈1924년 이민법〉(National Origins Act)의 타켓이 되었으며, 이 법은 동아시아로부터의 이민을 완전히 금지시켰다.",중국인 배척법으로 중국인의 역할은 누가 대체했는가?,"{'text': ['일본인'], 'answer_start': [233]}"
1758,6539686-1-2,알파_카파_알파,"AKA는 국가적으로 성장을 계속했다. 1913년 가을에는 시카고 대학교에 두 번째 지부가 특설되었다. 여성회는 그 당시의 관심사에 대해 목소리를 내는 데에 능동적인 역할을 하였다. 여성들은 1913년 여성의 참정권 행진을 진행하였다. 또한, AKA는 학교 교육과 해외유학에 대한 장학 기금을 제공하여 회원들을 지원하였다. AKA는 연례회의를 통해 회원들을 통합하기 시작했다. 1920년 연례회의에서는 그레이스 에드워즈가 쓴 여성회 서약과, 파일리스 위틀리 워터스가 디자인한 여성회 문장(紋章)이 채택되었다. 이듬해인 1921년 연례회의에서는 아이비 리프(Ivy Leaf, 담쟁이덩굴 잎)이 공식회보로 채택되었고, AKA 설립자들을 기리기 위한 '설립자 주간'을 제정하였다. 같은 해 진주목걸이는 처음 여성회에 소개되었다. 여성회 회원 핀은 미주리 캔자스 시에서 열린 다음 연례회의에서 채택되었다. 1947년 연례회의에서는 명예 회원들을 위한 핀들이 승인되었다.",아이비 리프가 AKA의 공식회보로 채택된 년도는?,"{'text': ['1921년'], 'answer_start': [289]}"
1769,6539686-7-2,알파_카파_알파,"여성회는 1968년에서 1972년까지의 유산 시리즈를 발간함으로써 뛰어난 업적을 남긴 사람들을 집중조명하면서 공동체를 교육하였다. 이들 소책자들은 전기 최고의 아프리카계 미국인 여성의 일대기 시리즈이다. 그리고, 전체 콜렉션은 '사법계 여성', '정계 여성', '의료계 여성', '비즈니스계 여성', '치의학계 여성'들을 포함하고 있다. 1970년대 초 AKA는 조지아 주 애틀란타에 있는 마틴 루서 킹 주니어의 생일 장소에서 마틴 루서 킹을 보호하는 일에 2만 달러를 기부하였다. 여성회 70주년인 1978년, 하워드 대학교에 AKA의 설립자들을 기리는 '기념 창문'를 설치했다. '기념 창문'은 로이스 마일로 존스가 디자인한 것이며, 현존하던 설립자인 라비니아 노먼과 노마 보이드가 '기념 창문'의 공개식에 참석하였다.",AKA가 마틴 루서 킹을 보호하기 위해 기부한 금액의 액수는?,"{'text': ['2만 달러'], 'answer_start': [256]}"
1780,6473196-3-2,경신_대기근,"네 번째 기우제를 지냈던 4월 9일에 양심합에서 임금과 대신들이 나눈 대화를 살펴보면, 비가 너무 오지 않아 도저히 파종을 할 수 없는 지경이라는 것이 드러난다. 또한 이 때 대신들은 ‘약간이나마 비가 와서 밀이나 보리는 살 수 있다’고 주장했으나, 이미 지난 한 달동안 비가 오지 않아 밀과 보리가 모두 말라 죽은 뒤였다. 다섯 번째 기우제인 4월 10일 기우제를 지내던 도중 비가 올 듯 하자 다음날 기우제를 중단했다. 4월 14일에 비가 조금 오자 기우제를 또 중단했다. 그러나 이때 서리 우박이 내리고 있던 경상도와 전라도, 즉 양남 지방은 가뭄이 더욱 심해졌고, 특히 전라도는 보리가 마르고 모가 타는 지경에 이르렀다.",보리가 마르고 모가 타는 지경에 이른 지역은?,"{'text': ['전라도'], 'answer_start': [323]}"
1783,6473196-4-2,경신_대기근,"4월 27일에 여섯 번째로 기우제를 지냈다. 그러나 이틀 뒤인 4월 29일, 평안도에 한재(旱災), 즉 재난 급의 가뭄이 일어났다는 보고가 접수되었다. 5월 2일에 임금이 내린 하교를 보면, “들판이 모두 타버려서 밀 보리를 수확할 수 없게 되었고 파종 시기를 놓치게 되었다”고 언급하고 있다. 다음날 정원이 이 비망기 내용이 매우 좋으니, 대중에 공개할 것을 청했고, 임금이 윤허하여 반포하였다. 5월 7일에는 우박과 가뭄이 너무 심각해 농사가 가망이 없다는 평안 감사의 보고가 도착했다. 혹독한 가뭄이 이어지는 가운데 5월 10일, 여덟 번째 기우제를 시행하라는 명령이 내려졌다. 그러나 불과 4일 뒤인 5월 14일, 경상도에 큰 가뭄이 들어 모가 다 말라 죽었다는 경상 감사의 보고가 접수되었다. 이틀 뒤에는 전라 감사가 참혹한 가뭄이 들었음을 보고했다.",여덟번째 기우제를 시행하라는 명령이 내려진 날짜는?,"{'text': ['5월 10일'], 'answer_start': [292]}"
1788,6484822-0-2,니코폴리스_전투,"니코폴리스 전투(불가리아어: Битка при Никопол, Bitka pri Nikopol;터키어: Niğbolu Savaşı;헝가리어: Nikápolyi Csata;루마니아어: Bătălia de la Nicopole)는 1396년 9월 25일(혹은 9월 28일이란 말도 있다)에 도나우강변의 니코폴리스에서 오스만 제국의 바예지드 1세(제위:1389년~1402년)와 헝가리 왕 지기스문트가 이끄는 유럽연합(참가세력:헝가리 왕국, 신성로마제국, 프랑스, 왈라키아, 폴란드, 잉글랜드, 스코틀랜드 왕국, 구 스위스 연합, 튜튼 기사단, 베네치아 공화국, 제노바 공화국, 성 요한 기사단)사이에서 일어난 전투이다. 흔히 니코폴리스 십자군이라고 불리며, 중세 최후의 대규모 십자군이었다. 전투 결과는 오스만 제국의 결정적 승리로 끝났고, 바예지드 1세는 카이로의 맘루크 왕조 보호하에 있던 칼리파로부터 높은 평가를 받아 술탄의 칭호를 하사받았다.",니코폴리스 전투의 승리로 바예지드 1세가 칼리파로부터 받은 칭호는?,"{'text': ['술탄'], 'answer_start': [458]}"
1791,6484822-1-2,니코폴리스_전투,"1393년 불가리아의 군주 이반 시시만은 임시 수도였던 니코폴리스를 오스만 제국에게 공격당해 빼앗겼다. 한편 그의 동생이었던 이반 스라치미르는 오스만 제국의 봉신이 되는 대가로 그의 영토 비딘을 유지할 수 있었다. 불가리아 귀족들과 다른 발칸의 독립적인 지배자들과 군주들의 시각으로 볼 때, 이는 오스만의 정복과정으로부터 구원받을 수 있고, 이슬람의 지배로부터 발칸을 자유롭게 할 수 있는 기회였다. 더하여, 이슬람과 기독교의 대치선은 서서히 헝가리 왕국을 향하여 움직이고 있었다. 헝가리 왕국은 이제 동부 유럽에서 두 종교의 새로운 대치선이 되고 있었고, 헝가리인들은 그들 자신이 공격받을 위협에 처해 있었다. 베네치아 공화국은 모레아의 일부 및 달마티아라 불린 베네치아의 영토를 포함한 발칸반도가 오스만 제국에게 지배당하면 아드리아 해, 이오니아 해, 에게 해에서 베네치아의 영향력이 감소하는 것을 두려워했다. 한편 제노바 공화국은 반면에 만약 도나우강과 보스포루스-다르다넬스 양쪽 해협에 대한 통제권을 오스만 제국이 획득한다면, 카파, 시노페 등의 제노바가 중요하게 여기는 식민지를 다수 보유하고 있는 흑해와 유럽의 교역로를 최종적으로 오스만 제국이 독점하는 것을 위험하다고 보고 있었다. 제노바는 또한 1395년 바예지드 1세가 콘스탄티노폴리스를 포위할 당시 금각만의 북쪽에 있던 갈라타의 요새를 가지고 있었는데, 이곳을 바야지드 1세에게 기습공격을 당했다.",금각만 북쪽의 갈라타 요새를 가지고 있던 나라는?,"{'text': ['제노바'], 'answer_start': [613]}"
1794,6484822-3-2,니코폴리스_전투,"니코폴리스 도시는 방어가 견고하고, 보급도 충분했으며, 십자군은 공성병기를 갖고 있지 않았다. 그럼에도 불구하고 그들은 요새의 포위를 다분히 콘스탄티노폴리스 구원에 대한 전주곡에 불과하다고 확신하고 약탈하는 수준으로 요새를 공략하기로 결심하는데, 그들은 바예지드 1세가 십자군과 전투를 벌이기 위해 그처럼 빠르게 진군할 것이라고는 믿지 않았기 때문이다. 오스만 제국의 술탄 바예지드 1세는 이미 콘스탄티노폴리스에 대해 포위를 하고 있었는데, 군대를 집결해 니코폴리스를 향해 진군하기 시작했다. 그의 신하였던 세르비아(1389년 코소보 전투 이후 오스만 제국의 지배 하에 들어갔다)의 스테판 라자레비치가 도중에 합류했고, 그들은 9월 24일 약 20,000명의 군대를 이끌고 니코폴리스에 도착했다. 바예지드 1세는 잔 갈레아초 비스콘티에게서 십자군의 움직임에 대해 주의하라는 경고를 받았다.",바예지드 1세는 대략 몇명의 군대를 이끌고 니코폴리스에 도착했는가?,"{'text': ['약 20,000명'], 'answer_start': [358]}"
1807,6048536-0-2,드랑_나흐_오스텐,"드랑 나흐 오스텐 (독일어: Drang nach Osten, 독일어로 ""동부에 대한 갈망"" ""동부로 돌격"", ""동부로의 전진"", ""동부로의 진전"", ""동부로의 욕망""을 뜻함)은 19세기 독일 확장을 위해 슬라브 민족의 땅을 점령한다는 개념이다. 이 용어는 19세기 독일 민족주의 운동의 모토가 되었다. 일부 역사 담론에서는 드랑 나흐 오스텐을 동부 유럽에서의 독일인 정착(History of German settlement in Eastern Europe)과 관련하여 중세 튜턴 기사단이나 정치적 독일인화, 현대의 나치 독일 레반스라움과 관련짓기도 한다. 이것은 독일의 민족주의와 나치즘의 핵심적 요소 중 하나이다. 1944년 2월 7일 히틀러의 연설에서 ""동쪽으로, 항상 동쪽으로 우리 아리아 민족이 확장해야 한다. 이것은 독일 민족의 확장 선포 지역의 방향이다.""라고 말했다.",드랑 나흐 오스텐을 이용해 독일의 확장을 주장한 인물은?,"{'text': ['히틀러'], 'answer_start': [357]}"
1814,6311605-1-2,류근철,"또한 기부 이후 KAIST의 8평짜리 교수기숙사에 거주하며 재산뿐 아니라 ‘지식’까지도 기부하고 싶다며 2009년 3월 ‘KAIST 인재·우주인건강 연구센터’와 ‘닥터류 헬스클리닉’을 개소하고, 고령의 나이임에도 불구하고 병으로 쓰러지기 전날까지 학생들을 돌보며 무료 진료를 해오는 등 청년 같은 열정을 보였었다. 1990년대 후반에는 모스크바 국립공대 교수로 재직하면서도 의료 시설이 부족한 국내 지방 각지를 돌면서 무료 진료 활동을 펼쳐왔으며, 이 같은 공으로 충남 천안, 경남 산청시, 대전시로부터 명예시민증을 받은 바 있다. 2007년에는 고향인 충남 천안 천동초등학교에 4억5000만원을 기부해 다목적체육관, 실내골프연습장 등을 건립토록 했다.",류근철이 천동초등학교에 기부한 액수는?,"{'text': ['4억5000만원'], 'answer_start': [324]}"
1817,5932811-0-2,하버드_대학교,"하버드 대학교는 1636년 메사추세츠 식민지 관할 의원회(Great and General Court of Massachusetts Bay Colony)의 투표를 거쳐 대학교 설립을 구체화시키게 되었다. 영국 식민지 시대에 시작된 하버드 대학교는 처음에는 학생 아홉 명과 강사 한 명을 두고 목사 양성을 목적으로 출범했다고 한다. 찰스턴 출신의 존 하버드 목사가 이곳에 정착한지 얼마되지 않은 1638년 세상을 떠나면서 그의 장서와 재산을 뉴 잉글랜드에 새로 세워진 대학교인 하버드 대학교에 기증함으로써, 하버드 대학교는 존 하버드 목사의 이름을 추모하는 의미에서 1639년 하버드 칼리지(Harvard College)로 명명되게 되었다. 1650년에 하버드 칼리지의 헌장(charter)이 수립되었다. 초기 하버드 대학교는 많은 청교도 목사를 양성했다. 비록 초교파적이었지만, 초기 학교는 회중교회와 유니테리안 성직자들을 교육시켰다.",하버드 대학교의 설립 목적은?,"{'text': ['목사 양성'], 'answer_start': [162]}"
1820,5932811-1-2,하버드_대학교,"1782년에 메디컬 스쿨(Harvard Medical School), 1816년에 신학대학원(Harvard Divinity School), 1817년에 로스쿨(Harvard Law School), 1867년에 치의학대학원(Harvard School of Dental Medicine), 1908년에 비즈니스 스쿨(Harvard Business School), 1920년에 교육대학원(Harvard Graduate School of Education), 1922년에 공공보건대학원(Harvard School of Public Health), 그리고 1936년에 케네디 스쿨(Harvard Kennedy School)을 설립하면서 차츰 현대적인 종합대학이 됐다.",1920년에 하버드대학교가 설립한 대학원은?,"{'text': ['교육대학원(Harvard Graduate School of Education)'], 'answer_start': [208]}"
1823,6551490-1-2,조선의_어문학,"소설은 고려 이래의 패관문학(稗官文學)에서 발달하여 이루어졌다. 그 중에서도 초기에 김시습의 명나라 구우(瞿佑)의 〈전등신화〉를 모방하여 지었다는 〈금오신화〉는 한문으로 쓰였긴 하지만 한국 소설문학의 선구가 되었다. 그 뒤 광해군 때에 허균(許均)이 당시의 사회 상태를 묘사한 《홍길동전(洪吉童傳)》을 발표함으로써 조선의 소설문학은 어느 정도 확립되는 감을 주었으며, 숙종 때 김만중의 《구운몽》, 《사씨남정기》는 소설문학의 수준을 한층 더 높인 작품들이었다. 특히 김만중은 국문학의 가치를 높이 평가하고, 제 나라 글로 쓴 작품이 아니면 참다운 문학이 될 수 없다는 작가 의식을 가지고 있었다. 이 뒤를 이어 영조·정조 시대를 중심으로 평민문학이 대두되면서 소설문학의 황금시대를 이루어 《장화홍련전》, 《심청전》, 《흥부전》, 《춘향전》 등을 비롯하여 무수한 작품들이 쏟아져 나왔다.","김만중이 구운몽, 사씨남정기를 썼을 때 조선의 왕은 누구인가?","{'text': ['숙종'], 'answer_start': [206]}"
1826,6551490-2-2,조선의_어문학,"중종 때 역관(譯官) 출신 학자인 최세진(崔世珍)은 중국어와 이문(吏文, 외교문서용 한문)에 능통하여 어린이들의 한자 학습 교재로 《훈몽자회》(1527년)를 써서 당시 통용되던 한자의 음(音)과 뜻을 우리말로 기록했다. 그 전에는 《천자문》과 《유합(類合)》을 통해 한자를 배웠는데, 내용이 너무 어렵고 추상적인 것이 많아 일상생활 주변의 글자 3,360자를 새로 뽑아 싣고, 범례에서 국문자에 대한 설명을 실어 훈민정음을 보급하는 데 크게 기여하였다. 그는 또 외교문서 작성 참고서로서 《이문집람(吏文輯覽)》을 썼고, 몽골어 학습 교재로서 《노걸대》, 중국어 학습 교재로서 《박통사(朴通事)》 등을 우리말로 번역했다. 이 밖에도 한자의 중국음을 고(古)·금(今)·정(正)·속(俗)으로 나누어 우리말로 기록한 《사성통해(四聲通解)》는 신숙주의 《사성통고》를 증보한 것으로 음운학과 국문학 발전에 기여하였다.",사성통해가 증보한 사성통고를 지은 사람은?,"{'text': ['신숙주'], 'answer_start': [411]}"
1829,6551490-3-2,조선의_어문학,"선조 초의 예천학자 권문해(權文海)는 단군 이래의 사실(史實)·인물·지리·문학·예술 등을 총망라, 운자순(韻字順)으로 배열한 고사사전을 편찬하여 《대동운부군옥(大東韻府群玉)》(20권)이라 했다. 이 책은 지금 남아 있는 가장 오랜 사전이며, 조선후기에 유행한 백과사전의 효시를 이룬다. 16세기의 문학은 사림이 처한 처지와 지방적 전통의 차이에서 여러 갈래 조류가 나타났다. 대체로 기호지방 출신의 사림이나 훈신들 가운데 한시·가사·시조 분야에서 뛰어난 재능을 보인 이가 많았다. 중종 때의 박상과 남곤·박은(朴誾)·이행, 명종·선조 때의 정사룡(鄭士龍)·노수신(盧守愼)·황정욱(黃廷彧) 등은 예리한 비판정신은 없었으나 고답적이고 격조 있는 시를 잘 써서 문명을 날렸으며, 선조 때의 담양인 송순(宋純)과 김인후·기대승의 문인인 정철(鄭澈)은 국문으로 가사를 지어 국문학의 새 경지를 열었다. 특히 정철은 강원도에서 관찰사를 지내면서 금강산을 비롯한 관동8경의 아름다움을 풍부한 우리말의 어휘를 구사하여 자랑스럽게 노래한 〈관동별곡(關東別曲)〉을 썼으며, 왕에 대한 충성심을 담은 〈사미인곡(思美人曲)〉 같은 것이 그것이다.",정철이 관동별곡을 지을 때 관찰사를 지낸 지방은?,"{'text': ['강원도'], 'answer_start': [451]}"
1832,6551490-4-2,조선의_어문학,"어무적은 종을 어머니로 하여 양반의 서얼로 태어나, 연산군 시대 가난한 농민의 고통을 시로 읊은 〈유민탄(流民嘆)〉, 매화나무에까지 세금을 매긴 수령의 횡포를 풍자한 〈작매부〉 등을 남겼다. 서기는 종으로서 학문에 힘써 이지함 등 명사들과 교류했는데, 선비들의 마음을 짐승에 비유한 〈탄시(歎時)〉 등의 시를 남겼다. 임제는 속리산에 은거하던 성운(成運)에게서 학문을 배우고 문과에도 급제했으나 벼슬을 버리고 방랑하면서 〈원생몽유록(元生夢遊錄)〉, 〈수성지(愁城誌)〉, 〈화사(花史)〉, 〈서옥설〉 등의 소설과 천여 편의 시를 남겼다. 〈원생몽유록〉은 요·순·우·탕·무왕 등 중국의 성인을 만고의 죄인으로 몰아 성리학자들의 명분을 공박한 소설이며, 〈수성지〉는 천군(天君)을 주인공으로 하여 왕도정치의 허무함을 그려낸 소설이다. 〈서옥설〉은 탐욕스런 관리 등을 늙은 쥐에 비유하여 풍자한 우화소설이다. 임제는 죽을 때 “사해제국이 황제를 칭해 보지 않은 나라가 없는데, 조선만이 못해 보았다. 이런 나라에 태어났다가 죽어 가는데 슬퍼할 것이 있겠느냐?”라고 하면서 자손들에게 곡(哭)을 못하도록 하였다고 한다. 이 해학 속에는 성리학자들의 사대명분에 대한 비판의식이 담겨 있다.",죽을 때 성리학자들의 사대명분에 대한 비판의식을 내보인 사람은?,"{'text': ['임제'], 'answer_start': [449]}"
1835,6551490-5-2,조선의_어문학,"서울과 인근지역의 이옥봉(李玉峰)·황진이(黃眞伊)·이계랑(李桂娘)·허난설헌(許蘭雪軒) 그리고 이이의 어머니 신사임당(申師任堂)은 대표적 작가이다. 특히 개성의 기녀(妓女)인 황진이는 개성의 아름다움을 노래한 〈박연(朴淵)〉, 그리고 소세양(蘇世讓)과의 이별을 노래한 〈청산리 벽계수〉 등 정감어린 시조를 많이 지어 큰 인기를 얻었다. 이옥봉은 양반의 첩으로서, 이계랑은 부안 기생으로서, 허난설헌은 허엽의 딸이자 허균의 누나로서, 신사임당은 이이의 어머니로서 각각 특이한 가정배경을 가지고 여성 특유의 모성애나 애정을 소재로 한 작품을 많이 창작했다. 그러나 허난설헌의 경우에는 신선의 세계를 동경하는 도가적인 사회성을 띤 작품도 적지 않다.",허엽의 딸이자 허균의 누나로 신선의 세계를 동경하는 도가적인 사회성을 가진 작품을 쓴 사람은?,"{'text': ['허난설헌'], 'answer_start': [313]}"
1838,6527241-0-2,2012년_한국프로야구_승부조작_사건,"2012년 한국프로야구 승부조작 사건은 KBO 리그에서 벌어진 승부조작 사건이다. 일부 선수가 대가를 지불받고 경기 내용과 승부를 조작하였다. 2012년 대한민국 프로 축구의 K리그 승부조작 사건과 프로 배구의 V-리그 승부조작 사건의 전모가 밝혀지기 시작하면서 사건에 연루된 한 브로커가 한국프로야구에서도 승부조작이 이루어졌다고 밝히면서 본격적으로 프로 야구에서도 승부조작 사건이 수면 위로 떠오르게 되었다. 이 과정에서 많은 선수들이 승부조작을 했다는 의심을 받았고, 문성현, 박현준, 김성현이 검찰에 소환되어 조사를 받았다. 이들 중 박현준과 김성현은 승부조작 혐의가 인정되어 각각 불구속, 구속 기소되었고, KBO는 이 두 선수를 영구제명했다.",2012년 KBO 리그보다 먼저 승부조작 사건이 밝혀진 곳은 프로배구 V-리그와 어디인가?,"{'text': ['프로 축구의 K리그'], 'answer_start': [91]}"
