id,subject,question,choices,answer
11,us_history,"노예제 폐지 운동은 1800년대 초에 지지자를 확보하는 데 어려움을 겪었는데, 그 이유는 다음과 같습니다.","['아프리카 노예들은 자신의 지위에 만족했습니다.', '정부 고위직에 아프리카인이 없었습니다.', '아프리카인들은 노예 제도를 어길 수 있는 방법을 쉽게 찾았습니다.', '북부 백인들은 남부의 노예 제도의 잘못을 무시할 수 있었고 남부 사람들은 노예 제도를 끝내기에는 너무 많은 이익이 있다고 생각했습니다.', '퀘이커교도들은 식민지의 다수였으며 일찍부터 노예제도에 반대하는 목소리를 냈습니다.']",4
12,us_history,다음 중 식민지에서 가장 힘들고 감사할 줄 모르는 삶을 살았던 사람은 누구인가요?,"['농부의 아내', '여성 노예', '남성 노예', '구두 수선공', '대장장이의 견습생']",2
13,us_history,영국이 프랑스에 맞서 식민지 주민들을 옹호한 이유는 주로 다음과 같습니다.,"['윌리엄 피트는 전쟁에서 빨리 승리해야 한다고 믿었습니다.', '영국은 식민지에 대한 자국의 투자를 보호하고 있었습니다.', '영국군 장교들은 개인적으로 식민지 군대에 충성했습니다.', '영국과 아메리카 원주민은 우호적 인 관계가 아니 었습니다.', '영국은 스페인을 미국 식민지에서 몰아내고자 했습니다.']",2
14,us_history,조지 워싱턴은 식민지 군대의 총사령관이라는 직책이 다음과 같은 이유를 제외하고는 모두 감사하지 않고 지친 일이라고 생각했습니다:,"['자신의 일을 돌보기 위해 돌아가고 싶어하는 병사들의 정기적 인 탈영.', '영국군 장교들이 그를 대하는 경멸과 불신은', '그의 병사들이 종종 그들이 승인하지 않은 명령에 복종하기를 거부했다는 사실', '군 생활에 대한 즐거움이나 관심 부족', '젊음과 경험 부족으로 인해 최선의 진로를 알기 어려웠습니다.']",4
15,us_history,이 장의 두 지도 중 프랑스와 인도 전쟁의 결과를 보여주는 것은?,"['식민지 주민들은 스스로를 버지니아 주민이나 뉴욕 주민이 아닌 동료 미국인으로 인식하기 시작했습니다.', '영국과 식민지 사이에 혐오와 불신이 커지기 시작했습니다.', '각 식민지는 서쪽으로 영토를 확장했습니다.', '영국은 북미에서 보유 자산 규모를 두 배 이상 늘렸습니다.', '스페인은 북미에서 보유 자산 규모를 두 배 이상 늘렸습니다.']",4
16,us_history,1754년 이전 북미에서 프랑스의 활동은 주로 다음과 같은 목표를 향해 진행되었습니다.,"['서부 해안의 스페인 식민지 주민들과의 공개 전쟁', '아메리카 원주민의 종교적 개종', '아메리카 원주민과의 모피 무역 확립', '영국 식민지와의 국경 전쟁', '미시시피 강을 따라 대도시 건설하기']",3
17,us_history,제1차 대륙회의는 주로 다음과 같은 목적으로 소집되었습니다.,"['참을 수 없는 행위에 대한 통일된 식민지 대응에 대해 논의합니다.', '13개 식민지를 독립 국가로 통합하는 계획을 논의합니다.', '영국의 압제에 맞서 식민지 주민들을 보호할 수 있는 상비군을 일으켰습니다.', '모든 식민지에게 공정한 내부 거래 규정을 마련했습니다.', '영국과의 모든 무역 중단을 계획합니다.']",1
18,us_history,영국은 왜 1763년 이전에 항해법을 시행하지 않았을까요?,"['밀수 덕분에 식민지와 영국은 더 부유해졌습니다.', '식민지의 왕실 총독들은 영국의 이익에 불충실했습니다.', '영국은 미국 식민지에서 벌어지는 일에 관심이 없었습니다.', '영국 대표들은 수많은 식민지 주민들이 무시하기로 결심한 법을 집행하는 것이 불가능하다는 것을 깨달았습니다.', '식민지 주민들은 항해법 시행을 위해 돈을 지불한 사람들의 생명과 재산을 위협했습니다.']",4
19,us_history,"자유의 아들들이 보스턴 티 파티가 열리던 날 밤 아메리카 원주민으로 변장했던 이유는 단 하나, 이 모든 이유 때문입니다:","['그들은 아메리카 원주민이 차를 파괴해도 고발당하거나 어떤 처벌도 받지 않을 것이라는 것을 알고 있었습니다.', '그들은 자신의 소유가 아닌 재물을 파괴하는 범죄로 기소되기를 원하지 않았습니다.', '그들은 친구와 가족들이 그날 밤 자신을 알아보지 못했다고 솔직하게 말할 수 있기를 바랐습니다.', '그들은 의상을 차려입는 것이 이 프로젝트의 흥분과 열정을 더할 수 있다는 것을 알고 있었습니다.', '그들은 다트머스호 습격의 책임을 아메리카 원주민에게 뒤집어씌우기를 바랐습니다.']",5
20,us_history,폴 리비어는 보스턴 대학살을 조각하면서 사실을 왜곡하기로 한 이유는 주로 다음과 같습니다.,"['침략자 영국에 대항하여 모든 식민지의 사람들을 단결시킵니다.', '예술가로서의 창의적 본능을 충족시키다.', '레드코트가 공정한 재판을 받지 못하도록 보장합니다.', '역사가 영국을 악당으로 묘사하지 않도록 하기 위해', '크리스퍼스 어턱스와 그의 친구들이 영웅의 죽음을 증명하기 위해']",1
21,us_history,"북부 대표들은 왜 노예무역을 ""인간 본성에 대한 잔인한 전쟁""이라고 표현한 구절을 독립선언문에서 삭제하는 것을 허용했을까요?","['그들은 노예 무역을 지원했습니다.', '그들은 대규모 농장의 노예 소유주였습니다.', '그들은 자신이 영국 왕의 노예라는 암시가 마음에 들지 않았습니다.', '그들은 그 구절을 삭제하지 않으면 남부 주민들이 독립 투표를 하지 않을 것이라고 생각했습니다.', '그들은 지금이 노예를 해방할 적절한 시기라고 믿지 않았습니다.']",4
22,us_history,하우 장군이 필라델피아를 점령하기로 결심한 이유는 다음과 같습니다.,"['수도였고 그런 점령은 권위 있는 일이었습니다.', '중요한 대서양 항구 도시였습니다.', '전쟁이 시작되기 전 의회법에 대한 가장 격렬한 저항의 현장이었습니다.', '벤자민 프랭클린의 고향이었습니다.', '충성스러운 도시였고 영국군의 도착을 환영했습니다.']",1
23,us_history,다음 중 올바른 시간 순서로 전투를 나열한 것은?,"['브랜디와인, 몬머스, 사라토가', '사라토가, 브랜디와인, 몬머스', '몬머스, 브랜디와인, 사라토가', '사라토가, 몬머스, 브랜디와인', '브랜디와인, 사라토가, 몬머스']",5
24,us_history,올리브 브랜치 청원의 주된 목적은 무엇인가요?,"['미국과 지중해 국가인 그리스 및 이탈리아 간의 무역을 개방하기 위해', '조지 3세 왕에게 의회와 식민지 간의 화해를 요청하기 위해', '미국인들이 영국으로부터 독립을 선언한 이유를 말하기 위해', '미국인들이 부패한 세습 군주제로부터 독립을 선언하도록 촉구하기 위해', '미국이 적군에 맞서 무기를 들기로 한 결정을 정당화하기 위해']",2
25,us_history,연맹 규약,"['13개 주 중 9개 주에서 비준되어 법으로 제정되었습니다.', '의회가 상환해야 할 독립 전쟁 부채의 금액을 고정했습니다.', '국가 정부의 행정부 또는 사법부를 제공하지 않았습니다.', '개별 주에 대한 강력한 중앙 권한을 확립했습니다.', '인구에 따라 각 주의 대표성을 배분합니다.']",3
26,us_history,제임스 매디슨은 이 모든 근거를 제외하고는 연방 조항에 반대했습니다:,"['국가들은 서로의 권리를 침해하고 있었습니다.', '의회는 주정부가 정당한 몫의 세금을 납부하도록 강제할 수 없습니다.', '각국은 아메리카 원주민과 별도의 조약을 체결하고 있었습니다.', '총회에는 각 주에서 온 대표단이 참석했습니다.', '국가는 자국의 장기적인 이익을 위해 협력하지 않을 것입니다.']",4
27,us_history,다음 사항을 제외하고는 모두 연맹 규약의 직간접적인 결과입니다:,"['미국은 막대한 전쟁 부채를 떠안았습니다.', '주들은 미시시피 동쪽 국경 밖의 땅에 대한 개인 소유권을 포기했습니다.', '노스웨스트 준주는 더 작은 영토로 나뉘었고, 각 영토마다 주지사가 있었습니다.', '1784년 경제 불황이 미국을 강타했습니다.', '다니엘 셰이즈는 매사추세츠에서 농민 반란을 이끌었습니다.']",1
28,us_history,반연방주의자들은 주로 다음과 같은 이유로 헌법에 반대했습니다.,"['그들은 미국이 입헌 군주제에 의해 통치되어야 한다고 생각했습니다.', '그들은 중앙 정부가 주를 너무 많이 통제하는 것을 원하지 않았습니다.', '그들은 노예제도에 반대했고 노예제도를 금지하는 헌법을 원했습니다.', '그들은 모든 주에 동등한 대표성을 요구했습니다.', '그들은 헌법에 북서부 조례를 포함하기를 원했습니다.']",2
29,us_history,다음 중 연방주의자 논문의 대부분을 쓴 사람은 누구입니까?,"['벤자민 프랭클린', '알렉산더 해밀턴', '존 제이', '제임스 매디슨', '조지 워싱턴']",2
30,us_history,대의원들이 제헌 대회 진행 과정을 비밀로 유지하기로 합의한 이유는 무엇인가요?,"['그들은 자신들의 작업이 유권자들에게 인기가 없을 것이라는 것을 알고 있었습니다.', '그들은 외부의 압력이나 영향을 받고 싶지 않았습니다.', '그들은 여러 차례 생명의 위협을 받았습니다.', '그들은 자신들을 배신하려는 외국 스파이가 많다는 것을 알고 있었습니다.', '그들은 백성들 사이에서 반란을 일으키고 싶지 않았습니다.']",2
31,us_history,다음을 제외하고는 모두 헌법 제정에 중요한 영향을 미쳤습니다:,"['마그나 카르타', '영국 권리장전', '로마 공화국', '법의 정신', '연방주의자 논문']",5
32,us_history,연방당과 민주-공화당 중 어떤 두 중심 인물을 중심으로 조직되었나요?,"['조지 워싱턴과 존 애덤스', '알렉산더 해밀턴과 존 애덤스', '알렉산더 해밀턴과 토마스 제퍼슨', '토마스 제퍼슨과 제임스 매디슨', '존 애덤스와 토마스 제퍼슨']",3
33,us_history,조지 워싱턴의 외교 정책의 주요 목표는 무엇이었나요?,"['모든 국가와 우호적인 관계를 유지하되 중립적인 태도 유지', '프랑스 혁명 당시 프랑스 군주제를 지원하기 위해', '프랑스 혁명 당시 혁명가들을 지원하기 위해', '루이지애나 영토에 대한 소유권 주장하기', '노스웨스트 준주를 가능한 한 빨리 정착시키기 위해']",1
34,us_history,외국인 및 선동 법안 통과에 대한 민주-공화 양당의 반응은 어땠나요?,"['겐트 조약', '버지니아 및 켄터키 결의안', '티페카누 전투', '사법부법', '엠바고 법']",2
35,us_history,다음의 모든 주요 변화는 1790년에서 1825년 사이에 미국 사회에서 처음 발생한 것들입니다:,"['10만 명 이상의 미국인이 서부로 이주했습니다.', '산업혁명은 경제와 사람들의 일하는 방식을 변화시켰습니다.', '이리 운하가 완공되었습니다.', '투표권이 확대되어 재산을 소유하지 않은 백인 남성도 투표할 수 있게 되었습니다.', '정치 지도자들은 노예제 문제를 놓고 의견이 엇갈리기 시작했습니다.']",5
36,us_history,미주리 타협안에는 다음을 제외한 모든 내용이 명시되어 있습니다:,"['미주리주는 노예 보유 주로서 연방에 가입하게 됩니다.', '메인주는 자유 주로서 연방에 가입하게 됩니다.', '미주리주 남쪽 국경 이북에서는 미주리주 자체를 제외하고 노예제도가 불법화됩니다.', '미래의 어떤 국가도 노예 보유 국가로 연방에 가입할 수 없습니다.', '의회의 권력 균형은 자유 주 12개와 노예 보유 주 12개로 균등하게 유지됩니다.']",4
37,us_history,코튼 진의 발명은 남부에 어떤 영향을 미쳤나요?,"['농장주들은 대규모 농장을 소규모 농장으로 나누었습니다.', '진 한 병으로 노예 1,000명의 일을 할 수 있었기 때문에 경제가 호황을 누렸습니다.', '노예제도는 수익성이 떨어지기 시작했고 사라지기 시작했습니다.', '남부 사람들은 방직 공장을 짓고 수출과 무역을 위한 천을 직접 만들기 시작했습니다.', '남부 사람들은 더 많은 목화 진을 생산하기 위해 공장을 짓기 시작했습니다.']",2
38,us_history,먼로 독트린의 목적은 무엇인가요?,"['전 세계의 민주주의를 지원하기 위해', '유럽의 이익과 미국의 동맹을 위해', '라틴 아메리카 혁명가들이 유럽 식민지 세력에 대항하여 봉기하도록 격려하기 위해', '유럽 국가들에게 서반구를 침략하거나 식민지화하지 말라고 경고하기 위해', '라틴아메리카와 유럽 간의 관계에서 미국의 중립을 선언하기 위해']",4
39,us_history,다음 중 매사추세츠 주 콩코드에 있는 문학 커뮤니티에 속하지 않은 사람은 누구입니까?,"['루이자 메이 알콧', '나다니엘 호손', '브론슨 알콧', '에드거 앨런 포', '헨리 데이비드 소로']",4
40,us_history,세네카 폴스 컨벤션에서 무슨 일이 있었나요?,"['여성에게 투표권을 부여하는 헌법 개정안이 통과되었습니다.', '여성들의 고충을 담은 성명서에 서명하고 이를 발표했습니다.', '여성 인권을 지지하는 사람들과 반대하는 사람들 사이에 폭동이 일어났습니다.', '미국 대통령은 여성의 권리를 주요 선거 이슈로 삼겠다고 약속했습니다.', '노예제 폐지를 지지하는 신문 기사를 읽고 토론했습니다.']",2
41,us_history,냇 터너의 반란은 다음과 같은 모든 영향을 미쳤습니다:,"['백인 50~60명이 사망했습니다.', '남부 주들은 노예의 권리를 제한하는 가혹한 새 법을 통과시켰습니다.', '남부 사람들은 봉기의 원인으로 윌리엄 로이드 개리슨과 리버레이터를 비난했습니다.', '냇 터너와 그의 추종자 몇 명은 범죄자로 몰려 교수형에 처해졌습니다.', '이 반란은 남부 전역의 다른 성공적인 봉기에 영감을 주었습니다.']",5
42,us_history,2차 대각성 운동은 다음 운동을 제외한 모든 운동을 일으켰거나 지원했습니다:,"['여성 교육', '절제', '폐지', '여성 참정권', '휘그 파티']",5
43,us_history,이 모든 발명품은 19세기 초 미국 경제에 혁명을 일으킨 것을 제외하고는 모두 19세기 초 미국 경제에 혁명을 일으켰습니다:,"['코튼 진', '기관차', '백열전구', '증기선', '회전하는 제니']",3
44,us_history,다음 중 남부 사회에서 중요한 부분을 차지하지 않는 사회 계층은?,"['부유한 농장주', '이민자', '노예', '소규모 농부', '불쌍한 백인']",2
45,us_history,다음 중 1840년대 아일랜드 이민 물결의 주된 이유는 무엇인가요?,"['토지 구매 욕구', '경제적 기회에 대한 욕구', '감자 기근의 여파로 인한 광범위한 기아', '종교적 억압', '영국의 정치적 억압']",3
46,us_history,1830년에서 1850년 사이에 미국은 다음과 같은 주를 제외한 현재의 모든 주가 될 땅을 획득했습니다:,"['캘리포니아', '노스다코타', '워싱턴', '오레곤', '텍사스']",2
47,us_history,1849년의 골드러시는 캘리포니아 사회에 다음과 같은 모든 즉각적인 영향을 미쳤습니다:,"['인구는 더욱 인종적으로 다양해졌습니다.', '많은 기업가들이 채굴을 통해 돈을 벌었습니다.', '인구는 수천 명 증가했습니다.', '점점 더 많은 사람들이 생계를 위해 농업에 뛰어들었습니다.', '사회는 폭력적이고 무법천지가 되었습니다.']",4
48,us_history,다음 중 1850년 도망자 노예법에 의해 합법화된 행위는 무엇인가요?,"['아프리카계 미국인이 자신의 변호를 위해 증언하는 것을 방지합니다.', '노예가 자유 상태로 탈출하도록 도와주세요.', '국경을 넘어 자유 국가로 이동하는 것만으로도 자유인이 될 수 있습니다.', '자유 토양 파티에 가입하고 폐지에 찬성하는 목소리를 내세요.', '주인에게서 도망친 것으로 확인된 노예를 처형합니다.']",1
49,us_history,남부가 연방에서 탈퇴한 직접적인 원인은 다음과 같습니다.,"['하퍼스 페리 급습', '포타와토미 대학살', '아브라함 링컨의 선거', '캔자스-네브래스카 법안 통과', '캔자스가 자유 주가 되기로 결정한 것']",3
50,us_history,대법관 타니는 드레드 스콧 대 샌포드 사건에 대한 의견에서 다음을 제외하고 모두 언급했습니다:,"['수정헌법 제5조는 노예 소유주의 재산에 대한 권리를 보호했습니다.', '미주리 타협은 노예 소유주의 재산권을 침해했다는 이유로 위헌 판정을 받았습니다.', '헌법을 제정한 사람들은 헌법을 아프리카계 사람에게만 적용하려는 의도가 없었을 것입니다.', '노예의 지위는 지역에 따라 달라지지 않고 노예인 사람과 함께 어디든 이동할 수 있었습니다.', '사회가 아프리카 노예들에게 분리되어 있지만 동등한 기회를 제공하는 한, 노예들을 위해 더 이상 아무것도 할 필요가 없었습니다.']",5
51,us_history,소로와 다른 노예제 폐지론자들은 왜 존 브라운을 찬양했을까요?,"['그들은 법을 바꾸기 위해 폭력을 사용하는 것을 승인했습니다.', '그들은 남과 북의 전쟁을 간절히 고대했습니다.', '그들은 가능한 한 많은 노예를 죽이기를 원했습니다.', '그들은 아프리카계 미국인을 돕고 그들을 공정하게 대했던 그의 오랜 역사에 감탄했습니다.', '그들은 브라운이 섬너 상원의원에 대한 브룩스 의원의 공격에 대해 적절한 복수를 했다고 생각했습니다.']",4
52,us_history,전쟁에서 승리하기 위한 연합의 전략에는 다음을 제외한 모든 것이 포함되었습니다:,"['미시시피 강을 따라 남부 연합을 나누고 양쪽 반쪽을 차례로 정복했습니다.', '미시시피강을 장악하여 남부가 무역이나 통신에 사용할 수 없도록 했습니다.', '남부 연합군의 항구를 봉쇄하여 보급품이나 지원군이 들어올 수 없도록 합니다.', '남부 동맹 대통령 제퍼슨 데이비스 생포 및 살해', '버지니아주 리치몬드의 수도 점령하기']",4
53,us_history,연합군이 소모전에서 승리할 가능성이 높았던 이유는 다음과 같습니다.,"['더 많은 가용 지원군을 확보하고 병력을 재보급할 수 있었습니다.', '남부군은 메릴랜드보다 북쪽으로 더 멀리 진군할 수 없었습니다.', '남부군 장교들은 소모전을 어떻게 싸워야 할지 몰랐습니다.', '아프리카계 미국인은 연합 측에서만 싸웠습니다.', '군 지도자들은 전략과 전술에 대한 지휘권이 없었습니다.']",1
54,us_history,노예 해방 선언은 암시적으로 다음 중 남부 동맹 주에 대한 제안을 확대한 것은?,"['남부 동맹을 버리고 연방에 다시 가입하면 노예를 유지할 수 있었습니다.', '노예를 해방할 때까지 전쟁은 계속될 것입니다.', '노예를 풀어주는 데 동의하면 연합은 노예의 대가를 지불할 것입니다.', '노예를 해방하는 데 동의하면 연합은 항복할 것입니다.', '남부 동맹은 자국 영토와 미국 영토 사이에 난공불락의 국경을 구축한다면 독립 국가로 존재할 수 있습니다.']",1
55,us_history,앤드류 존슨은 주로 다음과 같은 이유로 탄핵당했습니다.,"['에드윈 M. 스탠튼을 내각 직위에서 해임했습니다.', '국내 정책에 대해 의회 다수 의견에 동의하지 않음', '중범죄 및 경범죄를 저지른 경우', '의회가 재건을 추진할 수 있는 법안을 제정하지 못하도록 막았습니다.', '링컨 대통령이 제정하려고 계획했던 프로젝트를 수행하지 못했습니다.']",2
56,us_history,남부 민주당은 공화당 유권자의 투표 참여를 막기 위해 다음과 같은 모든 조치를 취했습니다:,"['폭력으로 협박', '감당할 수 없는 투표세 부과', '실패할 가능성이 높은 문해력 시험을 치르게 했습니다.', '총으로 쏴 죽여', '투표권을 박탈하는 법을 통과시켰습니다.']",5
57,us_history,여성 참정권 운동의 많은 적극적인 지지자들이 수정헌법 제15조에 반대했던 이유는 다음과 같습니다.,"['여성 운동은 아프리카 계 미국인의 권리에 관심이 없었습니다.', '백인 참정권 운동가들은 자신들의 문제가 흑인의 문제보다 더 중요하다고 생각했습니다.', '여성들은 수정헌법 제15조가 여성에게 투표권을 부여하지 않은 것에 분노했습니다.', '참정권 운동가들은 아프리카계 미국인이 투표권을 갖기를 원하지 않았습니다.', '여성들은 수정헌법 제15조가 여성 참정권 쟁취를 위한 투쟁을 위태롭게 할까봐 두려워했습니다.']",3
58,us_history,미국 정부가 아메리카 원주민을 보호구역으로 이주시켜야 한다고 주장한 이유는 다음과 같습니다.,"['동부에서 온 정착민들은 아메리카 원주민의 조상 땅에 대한 욕심이 많았습니다.', '아메리카 원주민의 사냥 관행은 버팔로의 생존을 위협했습니다.', '아메리카 원주민은 유럽계 미국인보다 농업과 기술에 더 능숙했습니다.', '동부에서 온 정착민들은 아메리카 원주민 언어를 이해하지 못했습니다.', '정부 당국은 계획된 아메리카 원주민의 반란을 두려워했습니다.']",1
59,us_history,태평양 철도법은 다음과 같은 영향을 미쳤습니다:,"['수천 명의 중국 이민자들이 캘리포니아에 도착했습니다.', '국가 고용률 상승', '철도를 통해 일자리를 찾는 사람들의 서쪽으로의 이주 증가', '잉여 철도 부지를 농가에 매각하는 것', '철강 산업의 생산 감소']",5
60,us_history,남북전쟁 이후 아프리카계 미국인들이 서부로 여행한 이유는 다음과 같습니다:,"['철도에서 일하기 위해', '인종 차별에서 벗어나기 위해', '모피 무역 업계에서 일하기 위해', '금과 은을 채굴하기 위해', '자신과 가족을 위한 농장을 확보하기 위해']",3
61,us_history,"다음 발명품은 모두 2차 산업혁명에 개발되었지만, 예외가 있습니다:","['전구', '전화', '에어 브레이크', '코튼 진', '타자기']",4
62,us_history,소유주 또는 경영진과의 분쟁에서 근로자는 다음을 제외한 모든 이점을 누릴 수 있습니다:,"['그 수가 훨씬 더 많았습니다.', '이 없이는 어떤 비즈니스도 제대로 운영될 수 없습니다.', '파업 중에도 경제적으로 생존할 수 있도록 노조를 결성할 수 있습니다.', '근로자가 작업을 거부하면 소유주는 상당한 이익을 잃을 수 있습니다.', '쉽게 교체할 수 없었습니다.']",5
63,us_history,"1900년대 초, 원주민주의자들은 다음과 같은 이유를 제외하고는 모두 이민 제한을 지지했습니다:","['그들은 미국 문화가 바뀌는 것을 원하지 않았습니다.', '그들은 외국어를 배우고 싶지 않았습니다.', '그들은 이민자들이 근로 임금을 낮출 것을 우려했습니다.', '그들은 이민자들이 우리와 맞지 않는 아이디어, 가치관, 사고방식을 가져올 수 있다고 생각했습니다.', '그들은 이민자들이 미국 태생 노동자들의 일자리를 빼앗아갈 것을 우려했습니다.']",2
64,us_history,정착촌 운동은 다음과 같은 목표를 가지고 있었습니다:,"['교육 또는 사회 복지 분야에서 경력을 쌓을 수 있도록 젊은 여성을 교육합니다.', '도시 학교 시스템 통합', '일하는 부모의 어린 자녀를 위한 탁아소 제공', '이웃에 사교 모임 장소를 제공하기 위해', '어린이와 성인을 위한 영어 및 기타 과목 수업을 제공합니다.']",2
65,us_history,포퓰리스트 정당은 다음과 같은 목표를 가지고 설립되었습니다:,"['은 주화를 지원하기 위해', '금본위제로 돌아가기 위해', '철도에 대한 정부 소유권을 추진하기 위해', '은행을 규제하기 위해', '출입국 제한']",2
66,us_history,"1870년대 후반, 공화당은 주로 다음과 같은 문제로 분열되었습니다.","['골드 스탠다드', '공무원 서비스 개혁', '인종 차별', '여성의 권리', '세금 인상']",2
67,us_history,시어도어 루즈벨트는 다음과 같은 이유로 대기업을 연방 차원에서 규제해야 한다고 믿었습니다.,"['소수의 사람들이 그렇게 많은 돈과 재산을 통제하는 것은 잘못된 일입니다.', '법에 의해 강제되지 않는 한 사업주가 근로자나 고객의 복지를 제대로 돌보지 않는 경우', '비즈니스가 효율적으로 운영되지 않거나 수익성이 떨어지는 경우', '너무 많은 사람들이 미국산 상품이 아닌 수입 상품을 구매했습니다.', '기업들이 국가 천연자원의 너무 많은 부분을 파괴하고 있었습니다.']",2
68,us_history,1913년에 비준된 수정헌법 제17조는 다음 중 어느 것을 제정했습니까?,"['지방 선거의 비밀 투표', '직접 기본', '상원의원 직접 선출', '하루 8시간 근무', '연방 최저 임금']",3
69,us_history,보수주의자들이 루즈벨트와 태프트의 환경 법안을 지지한 이유는 다음과 같습니다.,"['그들은 미국의 천연 자원이 고갈되거나 소진되는 것을 원하지 않았습니다.', '사냥을 할 수 있는 장소를 원했습니다.', '노사 분쟁에서 항상 소유주 편을 들었습니다.', '대기업 규제에 반대했습니다.', '그들은 특정 희귀종 조류나 동물이 멸종되는 것을 원하지 않았습니다.']",1
70,us_history,미국은 1800년대 후반에 다음과 같은 이유를 제외하고 모두 제국주의 국가가 되었습니다:,"['미국 상품에 대한 새로운 시장 개척에 대한 욕구', '전략적 위치의 해군 기지 인수에 대한 관심', '설탕과 고무와 같이 미국이 자체적으로 생산할 수 없는 특정 상품에 대한 저렴한 접근성을 확보해야 합니다.', '외국의 폭정을 종식시키려는 열망', '세계 문제에서 강력한 세력으로 간주되기를 원합니다.']",4
71,us_history,1920년까지 미국은 다음을 제외한 모든 국가에 대한 부분적 또는 전체적 통제권을 획득했습니다:,"['운하 구역', '푸에르토리코', '중국', '필리핀', '괌']",3
72,us_history,다음 중 루즈벨트 추론이 수정한 것은 무엇인가요?,"['먼로 독트린', '플랫 수정안', '하와이 헌법', '헤이-부나우-바릴라 조약', '오픈 도어 정책']",1
73,us_history,다음 국가는 모두 중앙 세력과 동맹을 맺은 국가입니다:,"['프랑스', '독일', '터키', '불가리아', '오스트리아-헝가리']",1
74,us_history,미국이 제1차 세계대전에서 강력한 국제적 지위를 확보할 수 있었던 이유는 다음과 같습니다.,"['국제연맹을 창설했습니다.', '상대적으로 전투력을 거의 잃지 않았고 경제가 번영했습니다.', '사회주의 혁명에 성공했고', '유럽과 지리적으로 고립되어 있었습니다.', '베르사유 조약의 조건을 규정했습니다.']",2
75,us_history,베르사유 조약은 다음을 제외한 모든 사항을 명시했습니다:,"['독일은 연합국에 배상금을 지불해야 했습니다.', '알자스-로렌은 프랑스로 반환될 것입니다.', '체코슬로바키아와 유고슬라비아라는 새로운 국가가 설립될 것입니다.', '러시아는 소비에트 연방으로 알려지게 됩니다.', '독일은 전쟁에 대한 모든 책임을 인정했습니다.']",4
76,us_history,1920년대의 특징은 다음과 같습니다:,"['조직 범죄의 증가', '노동 관련 법안의 물결', '대중 엔터테인먼트의 발전', '라디오와 같은 기술 발전', '자동차의 인기 상승']",2
