,id,subject,question,choices,answer
10,11,world_history,"When the Mongols took control of China and established the Yuan dynasty, they did all of the following EXCEPT","['build their own communities separate from the Chinese', 'adopt the Chinese form of centralized government', 'attempt to invade Japan and Southeast Asia', 'establish a new version of the civil service exam', 'allow for greater religious freedom']",establish a new version of the civil service exam
11,12,world_history,"The invasion of the Byzantine territory by the Seljuk Turks led to a weakening of the Byzantine Empire, primarily due to","['the political unrest and civil war that spread throughout the empire', 'a reduction in both food supply and the ability to collect taxes', 'a disruption of trade with other Mediterranean cultures', 'a widespread religious upheaval and Islamic conversion', 'the outbreak of epidemic disease that decimated the population']",a reduction in both food supply and the ability to collect taxes
12,13,world_history,"In the ninth century, the Vikings invaded other European communities primarily to","['decide territorial disputes', 'incite religious fervor', 'resolve food shortages', 'establish trade embargoes', 'cause economic distress']",resolve food shortages
13,14,world_history,The reemergence of trade brought about by the Crusades was mainly facilitated through the shipping ports of which country?,"['France', 'Spain', 'Greece', 'Portugal', 'Italy']",Italy
14,15,world_history,Which of the following statements about how the Maya and the Aztec were similar is INCORRECT?,"['They both had a three-tiered social class system.', 'They both practiced ritual human sacrifice.', 'They both occupied part of the Yucatán Peninsula.', 'They both were conquered by the Spaniards.', 'They both were made up of a collection of city-states.']",They both were conquered by the Spaniards.
15,16,world_history,Which factor was MOST responsible for the collapse of the Mughal Empire?,"['Enemy invasion', 'Religious unrest', 'Economic distress', 'Peasant revolts', 'Succession disputes']",Succession disputes
16,17,world_history,The Northern Renaissance MOST differed from the Italian Renaissance in that it,"['failed to significantly emphasize the visual arts', 'placed greater importance on religious devotion', 'largely rejected the concept of humanism', 'did not increase the prevalence of secularism', 'increased dissonance among Christians']",placed greater importance on religious devotion
17,18,world_history,Who developed and taught the doctrine of predestination?,"['John Knox', 'Martin Luther', 'Ulrich Zwingli', 'John Calvin', 'Thomas More']",John Calvin
18,19,world_history,Portugal's MAIN motivation for seeking an alternate route to the East was to,"['establish a direct trading relationship with China', 'compete with Spain and its holdings in the New World', 'end the Italian and Muslim dominance of trade', 'lay claim to all trade rights in the Indian Ocean', 'begin colonizing key areas of Southwest Asia']",end the Italian and Muslim dominance of trade
19,20,world_history,The Seven Years' War was MOST beneficial for which nation?,"['Britain', 'France', 'Russia', 'Spain', 'Italy']",Britain
20,21,world_history,Which of these was part of the French National Assembly's initial plan for government reform?,"['Constitutional republic', 'Dictatorship', 'Limited monarchy', 'Absolute monarchy', 'Democracy']",Limited monarchy
21,22,world_history,"The Bill of Rights signed by William and Mary prevented the English monarch from doing all of the following, EXCEPT","['interfering with freedom of speech in Parliament', 'levying taxes without legislative approval', 'suspending any law passed by Parliament', 'refusing to hear grievances made by citizens', 'imprisoning subjects without due cause']",imprisoning subjects without due cause
22,23,world_history,The Louisiana Purchase provided France with significant funding for,"[""rehabilitating the economy after Louis XVI's extravagant spending"", 'establishing a new republican government following the failure of the previous one', 'overthrowing the monarch and starting a new government under the Jacobins', ""financing Napoléon's campaign to conquer Europe and build a French Empire"", 'rebuilding the nation after the defeat at the Battle of Waterloo']",financing Napoléon's campaign to conquer Europe and build a French Empire
23,24,world_history,Simón Bolívar was MOST interested in leading revolutions against Spain in the Americas because he wanted to,"['rule the entire region as a dictator', 'establish a unified Latin American state', 'force the Spanish into North America', 'isolate the region from outside influences', 'transfer colonial control from Spain to France']",establish a unified Latin American state
24,25,world_history,"In taking the Tennis Court Oath, the National Assembly vowed to","['establish a republican government', 'overthrow the oppressive monarchy', 'boycott all unfair taxes', 'write a new state constitution', 'install a military dictatorship']",write a new state constitution
25,26,world_history,The beginning of the Industrial Revolution in England primarily resulted from,"['widespread overpopulation', 'increased trade', 'national prosperity', 'agricultural innovation', 'abundance of resources']",agricultural innovation
26,27,world_history,The Berlin Conference of 1884-85 was a meeting of European imperialist powers designed to peacefully negotiate,"['terms of trade with China', 'control over the African continent', 'disputes over ports in Southeast Asia', 'rights to former Ottoman territories', 'international trading policies in Europe']",control over the African continent
27,28,world_history,The Boxer Rebellion of the late nineteenth and early twentieth centuries was a response to the,"['forced opening of Japanese ports', 'oppressive rule of the British in India', 'foreign intrusion into China', 'economic distress caused by the French in Vietnam', 'dominance of the Dutch in Indonesia']",foreign intrusion into China
28,29,world_history,Economist Adam Smith's laissez-faire theory supported the notion that governments should,"['refrain from interfering with private business', 'exercise direct control over private business', 'regulate private business only in times of crisis', 'maintain a set of minimal business regulations', 'regulate only domestic businesses']",refrain from interfering with private business
29,30,world_history,Economic imperialism was different from other forms of colonial dominance in that the,"['colonial territory was entirely dependent on the imperial power', 'imperialist power directly controlled the government of the colonial territory', 'region under imperialist influence was controlled by private businesses', 'imperialist power held exclusive trading rights over a region', 'colonial territory was allowed to operate its own independent government']",region under imperialist influence was controlled by private businesses
30,31,world_history,Why were Hitler's attacks on Great Britain during World War II ultimately unsuccessful?,"['The Luftwaffe was unable to inflict significant damage.', ""American forces came to Britain's aid."", 'The attacks were too costly for the Nazis to sustain.', 'German forces could not carry out a ground attack.', 'The British were able to track Nazi planes with radar.']",The British were able to track Nazi planes with radar.
31,32,world_history,"In 1917, the United States entered World War I after learning of a German plot to","['seize control of U.S. territories in Southeast Asia', 'launch a surprise attack on U.S. naval forces', 'help Mexico retake land it had lost to the United States', 'attack several U.S. major coastal cities', 'destroy any U.S. ocean liners encountered']",help Mexico retake land it had lost to the United States
32,33,world_history,"During the civil war in Russia, most of the people supported Lenin's Red Army because they","['feared the White Army would return the czar to power', 'were promised great economic prosperity by Lenin', 'wanted to isolate themselves from Western influences', 'were coerced by aggressive communist propaganda', 'believed the Red Army would attack them otherwise']",feared the White Army would return the czar to power
33,34,world_history,What did the term Anschluss mean to Hitler and the Germans?,"['A surprise attack on enemy forces', 'The purification of the Aryan race', 'An invasion of France and Britain', 'The unification of Germany and Austria', 'A secret police force']",The unification of Germany and Austria
34,35,world_history,The American military resorted to the use of atomic weapons because,"['American troops had no way to enter the Japanese mainland', 'a ground invasion would result in too many casualties', 'American forces would not be able to access necessary resources on the mainland', 'Japanese ground forces were supported by additional Korean forces', 'the American public wanted the war to end as quickly as possible']",a ground invasion would result in too many casualties
35,36,world_history,What is the primary reason the Soviet Union installed communist regimes in Eastern Europe after World War II?,"['To prevent the spread of democracy', 'To insulate itself from the West', 'To take control of trade in the region', 'To increase its supply of natural resources', 'To help spread communism through Europe']",To insulate itself from the West
36,37,world_history,Why did the Korean War ultimately end in a stalemate?,"['Because UN forces were unable to penetrate North Korean territory', 'Because the South Korean government was not supported by the Korean people', ""Because Soviet forces threatened to enter the battle on North Korea's behalf"", 'Because the Chinese entered the war and forced UN troops to retreat', 'Because the North Koreans did not have the resources to take South Korea entirely']",Because the Chinese entered the war and forced UN troops to retreat
37,38,world_history,"In response to Ho Chi Minh's victory over the French in 1954, the Geneva Conference","['formally condemned Ho and called for his removal', 'recognized Vietnam as an entirely independent nation', 'split Vietnam into a communist north and democratic south', 'enacted international economic embargoes against Vietnam', 'petitioned the United Nations to send troops to restore French control']",split Vietnam into a communist north and democratic south
38,39,world_history,"The war that followed the formation of the Jewish state of Israel resulted in all of the following, EXCEPT","['Israeli control of the West Bank', 'the establishment of Palestinian refugee camps', 'Israeli seizure of land intended for the Palestinians', 'Egyptian control over the Gaza Strip', 'Israeli victory over Arab forces']",Israeli control of the West Bank
39,40,world_history,Mikhail Gorbachev's policy of perestroika was an attempt to stabilize the Soviet Union by,"['encouraging discussion about government', 'reducing political corruption', 'restructuring the economy', 'allowing more foreign trade', 'promoting the further spread of communism']",restructuring the economy
40,41,world_history,Which of these has been the MOST important factor in the rise of globalized trade?,"['Increase in world population', 'Emergence of multinational corporations', 'Decline in regional national resources', 'Breakdown of protective tariffs', 'Enhancement of communications technologies']",Breakdown of protective tariffs
41,42,world_history,The Declaration of Human Rights issued by the United Nations in 1948 explicitly stated that all human beings have the right to,"['freedom, equality, and justice', 'life, liberty, and security of person', 'liberty, self-governance, and protection of the law', 'freedom, security, and religious tolerance', 'life, liberty, and the pursuit of happiness']","life, liberty, and security of person"
42,43,world_history,Which terrorist incident was the first to receive major mainstream media attention?,"['Oklahoma City bombing', 'Iran hostage crisis', 'Israeli athletes at Munich', 'First World Trade Center bombing', 'September 11, 2001']",Israeli athletes at Munich
43,44,world_history,Which of these is the MOST significant cause of global warming?,"['Global overpopulation', 'Increased urbanization', 'Nuclear energy', 'Burning of fossil fuels', 'Widespread deforestation']",Burning of fossil fuels
44,45,world_history,In 1997 the United Nations attempted to address the issue of global warming by,"['producing a treaty meant to help control greenhouse gases', 'conducting its own independent study of the phenomenon', 'asking industrial leaders to reduce their carbon dioxide emissions', 'encouraging the development of alternative energy sources', 'launching a worldwide global-warming awareness campaign']",producing a treaty meant to help control greenhouse gases
45,46,world_history,The Mauryan emperor Ashoka's reign was characterized by,"['honest proclamations and positive behavior', 'incessant warfare and brutality toward citizens', 'oppressive and ascetic totalitarian government', 'construction of expansive monuments and buildings', 'drastic rejection of Buddhist principles']",honest proclamations and positive behavior
46,47,world_history,Socialists such as Friedrich Engels argued that,"['society is necessary to protect individuals from the chaotic brutality inherent to human nature', 'governments can be truly just only when they directly represent the people under their rule', 'nations must compete for power and fortune just as animals compete for supremacy in nature', 'financial wealth and resources should be distributed evenly among the citizens of a nation', 'every citizen has a duty to devote his or her life to the betterment of the nation or culture']",financial wealth and resources should be distributed evenly among the citizens of a nation
47,49,world_history,Which of these describes Hammurabi's most significant contribution to civilization?,"['The defeat and destruction of Assyrian invasion armies around 675 BCE', 'A precedent of peaceful negotiations with the rulers of Southwest Asia', 'The ushering of Egypt into the period known as the Old Kingdom', 'The design and construction of the legendary Hanging Gardens of Babylon', 'A comprehensive system of laws by which a kingdom could be governed']",A comprehensive system of laws by which a kingdom could be governed
48,50,world_history,What was Sigmund Freud's intent with his breakthrough publication Die Traumdeutung?,"['Reconciling taboo desires', 'Interpreting the meaning of dreams', 'Exploring societal and gender roles', 'Debunking theories of hypnosis', 'Treating emotional hysteria']",Interpreting the meaning of dreams
49,51,world_history,The nomadic practices of the Mongols proved MOST beneficial to the conquering of other peoples in that these practices,"['helped the Mongols to amass great stores of riches, food, and weapons', 'encouraged toughness and endurance among the Mongols', 'improved Mongol horsemanship and mobility and allowed them to strike quickly', ""enhanced the Mongols' ability to survive in different environments"", 'served to increase the Mongol population and its armies']",improved Mongol horsemanship and mobility and allowed them to strike quickly
50,52,world_history,The Green Revolution was important in modern times because it,"['raised global support for environmental preservation initiatives', 'encouraged the development and use of renewable energy sources', 'aggressively advocated for equal rights for women and children', 'brought greater political stability to the nations of Eastern Europe', 'increased crop yields to combat starvation in developing nations']",increased crop yields to combat starvation in developing nations
51,53,world_history,Which event marked the first year in the Muslim calendar?,"['Muhammad completed the Koran.', 'Muhammad was born.', 'Muhammad joined a caravan to Syria.', 'Muhammad died.', 'Muhammad journeyed from Mecca to Medina.']",Muhammad journeyed from Mecca to Medina.
52,55,world_history,The South African policy of apartheid was specifically designed to,"['prevent the spread of communism into the region', 'limit foreign influence on internal political matters', 'encourage trade with Europe and the Americas', 'ensure Afrikaners political dominance of the country', 'stabilize the nation in its early years of independence']",ensure Afrikaners political dominance of the country
53,56,world_history,Which modern fields have been most affected by the accomplishments of the ancient Greeks and Romans?,"['Ethics and religion', 'Medicine and hygiene', 'Politics and government', 'Finances and trade', 'Science and technology']",Politics and government
54,57,world_history,"In European history, the term Lebensraum, or ""living space,"" most commonly refers to the","['German desire for expansion in the twentieth century', 'forced relocation of ethnic minorities into ghetto towns', 'rejection of industrialization and urbanization', 'celebration of the bucolic ideal in art and literature', 'immigration to North America in the twentieth century']",German desire for expansion in the twentieth century
55,58,world_history,Conflicts between which two religions resulted in the Edict of Nantes (1598)?,"['Jainism and Islam', 'Calvinism and Lutheranism', 'Roman Catholicism and Protestantism', 'Hinduism and Buddhism', 'Sikhism and Orthodox Judaism']",Roman Catholicism and Protestantism
56,59,world_history,What was the primary motivation for most Irish citizens who immigrated to North America in the nineteenth century?,"['Find freedom of religion', 'Locate support for Irish independence', 'Escape national famine', 'Avoid conscription in the British army', 'Protest British imperialism']",Escape national famine
57,60,world_history,"In the Hindu caste system, members of the Shudra caste originally served as","['servants and workers', 'kings and nobles', 'traders and merchants', 'soldiers and courtiers', 'priests and teachers']",servants and workers
58,61,world_history,The Olmec civilization occupied the modern-day lands known as,"['Baja California Peninsula', ""Western Mexico's Pacific Coast"", 'Guatemala and Northern Belize', ""Southern Mexico's Gulf Coast"", 'Amazon basin and rainforest']",Southern Mexico's Gulf Coast
59,62,world_history,"""Whatsoever therefore is consequent to a time of war, where every man is enemy to every man, the same consequent to the time wherein men live without other security than what their own strength and their own invention shall furnish them withal. In such condition there is…continual fear, and danger of violent death; and the life of man, solitary, poor, nasty, brutish, and short."" The above statement expresses the views of which historical figure?","['Thomas Hobbes', 'John Calvin', 'Jean-Jacques Rousseau', 'Niccolò Machiavelli', 'Thomas Aquinas']",Thomas Hobbes
60,63,world_history,Japan underwent change during the Meiji Restoration that most closely resembled change in,"['Persia under the rule of the Hephthalites', 'Russia during the reign of Czar Peter I', 'Judea under Roman occupation', 'Sri Lanka prior to British colonization', 'France during the Revolutionary era']",Russia during the reign of Czar Peter I
61,64,world_history,"The Duma, active in Russia from 1906 to 1917, can BEST be described as a/an","['revolutionary secret society', 'anticommunist political party', 'elected legislative body', 'secret government police force', 'union of industrial workers']",elected legislative body
62,65,world_history,The Byzantine Empire collapsed after more than one thousand years in existence primarily because of the,"['ascension of Frederick III to Holy Roman Emperor in 1452', 'Great Schism that began around 1378', 'Ottoman conquest of Constantinople in 1453', 'end of Russian tributes to the Golden Horde in 1462', ""French victories that ended the Hundred Years' War in 1453""]",Ottoman conquest of Constantinople in 1453
63,66,world_history,Books such as George Orwell's Nineteen  Eighty-Four and Aldous Huxley's Brave New World are major twentieth-century examples of what literary form?,"['Tragicomedy', 'Satirical fiction', 'Epistolary fiction', 'Dystopian novel', 'Feminist novel']",Dystopian novel
64,67,world_history,The practice of offshoring by industrialized countries in the twentieth century generally values all of the following EXCEPT,"['increased availability of raw materials', 'domestic economic development', 'reduction of overall business costs', 'overall lowering of labor costs', 'less stringent labor and environmental laws']",domestic economic development
65,68,world_history,The introduction of agriculture most significantly affected formerly nomadic societies by,"['creating a gender-based separation of responsibilities', 'increasing the density of the population', 'necessitating the frequent migration of humans', 'decreasing the chance of food surpluses', 'eradicating the traditional specialization of labor']",increasing the density of the population
66,69,world_history,Which country claimed the colony of Madagascar as a possession until an ongoing freedom movement led to its independence in 1960?,"['France', 'Germany', 'United States', 'Portugal', 'Britain']",France
67,70,world_history,"When issued in 1215, the Magna Carta established the legal principle of","['due process of law', 'burden of proof', 'statute of limitations', 'judicial deference', 'sovereign immunity']",due process of law
68,71,world_history,Which religion developed in India alongside Buddhism around the sixth century BCE in response to religious speculation over Hinduism?,"['Jainism', 'Rastafarianism', 'Shintoism', 'Sikhism', 'Zoroastrianism']",Jainism
69,72,world_history,"In the Paraguayan War beginning in 1864, Paraguay fought against the combined forces of","['Spanish and British colonizers', 'Uruguay, Argentina, and Brazil', 'Chile, Peru, and Bolivia', 'Peru and British colonizers', 'Bolivia and Spanish colonizers']","Uruguay, Argentina, and Brazil"
70,73,world_history,In what year were Upper and Lower Canada united?,"['1755', '1776', '1813', '1841', '1913']",1841
71,74,world_history,The medieval African empire of Ghana thrived because of its intermediary position between the,"['intellectuals of Europe and Africa', 'traders of salt and traders of gold and ivory', 'Silk Roads and the spice routes', 'fishing towns and agricultural communities', 'Christian and Muslim settlements']",traders of salt and traders of gold and ivory
72,75,world_history,The Chinese imperial palace used by rulers from the Ming through the Qing dynasties was known as the,"['Forbidden City', 'Wumen', 'Potala Palace', 'Xanadu', 'Outer City']",Forbidden City
73,76,world_history,The ziggurats of ancient Mesopotamia most closely resembled the,"['Vedas of the Aryans', 'pyramids of the Egyptians', 'aqueducts of the Romans', 'pueblos of the Native Americans', 'pagodas of the Chinese']",pyramids of the Egyptians
74,77,world_history,A twentieth-century territorial dispute over control of the province of Kashmir resulted in conflict between India and,"['Russia', 'China', 'Pakistan', 'Japan', 'Bangladesh']",Pakistan
75,78,world_history,Which of these was NOT true of the pharaohs of ancient Egypt?,"[""They owned most of the kingdom's land."", 'They were said to become divine after death.', 'They typically delegated duties to viziers.', 'They were required to be male.', 'They were believed to control nature.']",They were required to be male.
76,79,world_history,The opium trade between Britain and China arose primarily due to,"['lack of Japanese participation in trade', 'European interest in trading with China', 'the belief that opium was medicinally beneficial', 'Chinese desire for European manufactured items', 'the increasing scarcity of natural resources in Europe']",European interest in trading with China
77,80,world_history,How was the Great Schism in Roman Catholicism resolved in the fifteenth century?,"['Church electors installed a second and third pope.', 'The Council of Constance chose to recall popes.', 'Scholars translated the Bible into vernacular English.', 'Scholasticism changed belief systems in Europe.', 'The papacy temporarily relocated to Avignon in France.']",The Council of Constance chose to recall popes.
78,81,world_history,The theology of Judaism MOST differed from other early religions due to its belief in,"['monotheism', 'Gnosticism', 'nihilism', 'divine right of monarchs', 'religious rites and rituals']",monotheism
79,82,world_history,What was the primary difference between the artistic movements of romanticism and classicism?,"['Romanticism alluded to the art and thought of ancient civilizations.', 'Romanticism stressed the importance of feelings and emotions.', 'Classicism was inspired by the forms and essences of nature.', 'Romanticism was founded on principles of reason and rationale.', 'Classicism rejected science and symmetry in its compositions.']",Romanticism stressed the importance of feelings and emotions.
80,83,world_history,Which of these was an important virtue in Daoism?,"['Focusing on secular advancement', 'Fostering community-mindedness', 'Separating spirituality from culture', 'Adhering to strict moral duties', 'Eliminating all earthly desires']",Eliminating all earthly desires
81,84,world_history,The Rosetta stone was important in,"['understanding currency and trade rates in ancient North Africa', 'deciphering Egyptian hieroglyphics using Greek translations', 'tracing the milestones of Roman occupation in Southwest Asia', 'translating written inscriptions in the Linear A and B forms', 'providing a written record of the laws of ancient Mesopotamia']",deciphering Egyptian hieroglyphics using Greek translations
82,85,world_history,Pope Benedict VIII made a lasting change to Roman Catholic doctrine in 1022 when he passed a declaration that,"['instituted a celibacy requirement for clergy', 'forbade the sale of indulgences to laymen', 'instituted the practice of selling church offices', 'forbade the use of torture during inquisitions', 'instituted the practice of electing multiple popes']",instituted a celibacy requirement for clergy
83,86,world_history,Which ancient civilization most likely pioneered the production and use of iron around 2500 BCE?,"['Persians', 'Hebrews', 'Hittites', 'Babylonians', 'Sumerians']",Hittites
84,87,world_history,The individual political struggles of Nelson Mandela and Mahatma Gandhi were MOST similar in that they,"['worked to secure the independence of their nations from colonial rule', 'fought against oppressive governments that encouraged racism', 'eventually became high-ranking officials in their governments', 'protested injustice through prolonged hunger strikes', 'founded militant revolutionary organizations']",fought against oppressive governments that encouraged racism
85,88,world_history,"By the year 1100 CE, the strongest Norman influence was felt in which modern regions?","['Norway, Sweden, and England', 'Africa and the Mediterranean', 'Russia and the Baltic region', 'Germany, Austria, and Italy', 'England, Italy, and France']","England, Italy, and France"
86,89,world_history,"The Paleolithic Era was distinguished by the use of stone tools, while the Neolithic Era was distinguished by","['metalworking capabilities', 'cavalry as part of warfare', 'advanced architectural construction', 'advances in agriculture', 'marked empire building']",advances in agriculture
87,90,world_history,"The medieval cities of Venice, Italy, and Tenochtitlán, Mexico, were MOST similar in that they","['hosted populations of about 400,000 citizens', 'served as major seaports for international trade', 'were sacked by invaders in the sixteenth century', 'prospered because of their industrial capacities', 'were constructed on top of islands']",were constructed on top of islands
88,91,world_history,Which of these is the BEST example of the practice known as total war?,"['Extension of armed conflict beyond traditional land battles into the sea and air', 'Use of extensive espionage and reconnaissance networks within enemy territory', 'Use of cutting-edge technology and propaganda to influence public sentiments', ""Bombing of civilian centers to destroy an enemy's ability to continue fighting"", ""Inability to end a conflict without the complete destruction of the enemy's army""]",Bombing of civilian centers to destroy an enemy's ability to continue fighting
89,92,world_history,"""Respectfulness, without the rules of propriety, becomes laborious bustle; carefulness, without the rules of propriety, becomes timidity; boldness, without the rules of propriety, becomes insubordination; straightforwardness, without the rules of propriety, becomes rudeness."" The above excerpt expresses the viewpoint of","['Machiavelli', 'Socrates', 'Erasmus', 'Confucius', 'Lao Tzu']",Confucius
90,93,world_history,Which of these statements about the practice of slavery in ancient and medieval civilizations is NOT true?,"['Slavery was rarely pursued among hunter-gatherer populations.', 'Enslaved people were put to work in a wide variety of occupations.', 'Slavery existed within Africa before European colonization.', 'Enslaved people were important to ancient Greece and Rome.', 'Enslaved people were almost exclusively black Africans.']",Enslaved people were almost exclusively black Africans.
91,95,world_history,The main goal of the 1848 meeting among liberal leaders in Frankfurt am Main was to,"['destroy the autonomy of the German states', 'win political favors from German princes', 'abolish the system of hereditary monarchy', 'promote the unification of German states', 'overthrow Frederick William of Prussia']",promote the unification of German states
92,96,world_history,European imperialist powers competed for influence in Egypt during the nineteenth century primarily because of the,"['importance of the Suez Canal', 'desire to exploit the Nile River valley', 'ease of moving armies through Egypt', 'interest in utilizing industrial capabilities', 'abundance of labor and resources']",importance of the Suez Canal
93,97,world_history,Which of these religions does NOT view the state of nirvana as the ultimate spiritual goal?,"['Buddhism', 'Hinduism', 'Islam', 'Jainism', 'Sikhism']",Islam
94,98,world_history,"The White Lotus society, most active in China between the seventeenth and twentieth centuries, is BEST characterized as a","['civilian militia', 'religious sect', 'Manchu tribe', 'political party', 'economic alliance']",religious sect
95,99,world_history,Which two countries did James I rule concurrently from 1603 to 1625?,"['England and France', 'England and Wales', 'England and Scotland', 'Denmark and Norway', 'Ireland and Scotland']",England and Scotland
96,100,world_history,Which of these was the MOST significant accomplishment of the Phoenician civilization?,"['Creation of intricate and accessible legal codes', 'Discovery of significant celestial bodies', 'Development of the idea of compensatory damages', 'Study of the stars and their relationship to the zodiac', 'Invention of an alphabet for syllabic writing']",Invention of an alphabet for syllabic writing
97,101,world_history,The nation called Ceylon by British colonizers became known in the postcolonial period as,"['Sri Lanka', 'Cambodia', 'Laos', 'Bhutan', 'Myanmar']",Sri Lanka
98,102,world_history,"""We intend to begin on the first of February unrestricted submarine warfare. We shall endeavor in spite of this to keep the United States of America neutral. In the event of this not succeeding, we make Mexico a proposal of alliance on the following basis: make war together, make peace together, generous financial support and an understanding on our part that Mexico is to reconquer the lost territory in Texas, New Mexico, and Arizona."" In what document did the above excerpt originally appear?","['The Communist Manifesto', 'Final Solution', 'Five-Year Plan', 'Zimmermann telegram', 'Schlieffen Plan']",Zimmermann telegram
99,103,world_history,All of these led to the Industrial Revolution in Britain EXCEPT a,"['consumerist society', 'number of technological advancements', 'decrease in the agricultural workforce', 'lack of being a colonial power', 'major international trading partner']",lack of being a colonial power
100,104,world_history,The Taiping Rebellion was similar to the communist takeover in China in that both events,"['were generally unaffected by religious doctrine', 'originated from radical Marxist political views', 'were driven by discontent with the Versailles Treaty', 'involved minimal physical conflict and bloodshed', 'called for the equal distribution of property and rights']",called for the equal distribution of property and rights
101,105,world_history,Which world calendar was created most recently?,"['Julian calendar', 'Egyptian calendar', 'Coptic calendar', 'Gregorian calendar', 'Mayan calendar']",Gregorian calendar
102,106,world_history,The actions of the Luddites MOST strongly supported the social perspective that,"['hereditary nobility is ordained by a divine power', 'freedom of religion could not exist in monarchical government', 'traditional gender roles are the foundation of a healthy economy', 'public education should be limited to the higher classes', 'industrial technology may be a detriment to workers']",industrial technology may be a detriment to workers
103,107,world_history,The medieval African emperor Mansa Mūsā was most notable for his,"['cruelty to ambassadors from neighboring lands', 'frequent violent incursions into Europe', 'role in establishing the Atlantic slave trade', 'opulence and enrichment of Timbuktu', 'religious fervor and support of Christianity']",opulence and enrichment of Timbuktu
104,108,world_history,The Silk Roads were indirectly responsible for spreading,"['slavery in Europe', 'diseases in Africa', 'Buddhism in China', 'socialism in Asia', 'manorialism in India']",Buddhism in China
105,109,world_history,"Which system of writing was primarily used in the languages of Hindi, Sanskrit, and Nepali?","['Arabic', 'Cuneiform', 'Latin', 'Cyrillic', 'Devanagari']",Devanagari
106,111,world_history,Captain James Cook contributed most significantly to the power of the British Empire by,"[""leading a British campaign in the Seven Years' War"", 'defeating French forces at Quebec', 'claiming Australia for the British crown', 'legislating for increased British industrialism', 'negotiating British control in India']",claiming Australia for the British crown
107,113,world_history,"In the twentieth century, Manfred von Richthofen came to be generally recognized as a symbol of the","['excesses of landed aristocracy', 'spread of colonial expansionism', 'last vestiges of military chivalry', 'desire to separate church from state', 'movement for German unification']",last vestiges of military chivalry
108,114,world_history,"""O, my brothers, love your Country!…It is only through our country that we can have a recognized collective existence…Let each man among you strive to incarnate his country in himself. Let each man among you regard himself as a guarantor, responsible for his fellow-countrymen, and learn so to govern his actions as to cause his country to be loved and respected through him."" Which theory is best exemplified in this excerpt from the work of Giuseppe Mazzini?","['Absolutism', 'Conservatism', 'Utilitarianism', 'Nationalism', 'Liberalism']",Nationalism
109,115,world_history,Which philosopher died after being convicted of corrupting the youth of Athens in 399 BCE?,"['Xenophon', 'Socrates', 'Plato', 'Aristotle', 'Heracleides Ponticus']",Socrates
110,116,world_history,Mumbai was a world leader in which industry during the middle of the nineteenth century?,"['Silk production', 'Cotton textiles', 'Opium manufacture', 'Slave trade', 'Spice trade']",Cotton textiles
