,id,subject,question,choices,answer
719,468,us_history,Mr. Rockefeller has systematically played with loaded dice. . . . Business played in this way loses all its sportsmanlike qualities. It is fit only for tricksters. The above statement most likely was made by which of the following muckraking journalists in which exposé?,"['Ida M. Tarbell,  History of the Standard Oil Company ', 'Lincoln Steffens, Tweed Days in St. Louis ', 'Theodore Dreiser,  The Financier ', 'Ray Stannard Baker,  Following the Color Line ', 'Jacob Riis,  How the Other Half Lives']","Ida M. Tarbell,  History of the Standard Oil Company "
720,469,us_history,Which of the following African-American leaders wroteUp From Slavery?,"['Malcolm X ', 'Frederick Douglass ', 'Ida B. Wells-Barnett ', 'Booker T. Washington ', 'Medgar Evers']",Booker T. Washington 
721,470,us_history,Women who opposed passage of the Equal Rights Amendment did so primarily because,"['they believed that women do not deserve the same rights as men ', 'they did not want to lose certain privileges, such as exemption from the military draft ', ""they felt that it would destroy women's role in the home "", 'they thought it was best to fight for equality on a local level ', 'they did not want to lose any of the rights for which they had fought for so many decades']","they did not want to lose certain privileges, such as exemption from the military draft "
722,471,us_history,Which of the following granted all African-American men the right to vote?,"['The Emancipation Proclamation ', 'The Reconstruction Acts ', ""The Freedmen's Bureau "", 'The Fifteenth Amendment ', 'The Enforcement Acts']",The Fifteenth Amendment 
723,472,us_history,Which of the following administrations authorized continued financial aid to the Nicaraguan Contras in defiance of congressional laws against it?,"['Gerald Ford ', 'Jimmy Carter ', 'Ronald Reagan ', 'George H. W. Bush ', 'George W. Bush']",Ronald Reagan 
724,473,us_history,The Northwest Ordinance of 1787 specified which of the following?,"['The federal government would sell land in the Northwest Territory on credit. ', 'The Northwest Territory was divided into townships and lots that were sold to the public. ', 'Any precious metals discovered in the Northwest Territory were the property of the federal government. ', 'Only Native Americans were entitled to live in the Northwest Territory. ', 'When a section of the Northwest Territory had a large enough population, it could draft a constitution and apply for statehood.']","When a section of the Northwest Territory had a large enough population, it could draft a constitution and apply for statehood."
725,474,us_history,Eleanor Roosevelt accomplished all the following EXCEPT:,"['writing a daily newspaper column ', 'holding the post of special ambassador to the United Nations ', 'visiting soldiers in dangerous combat zones such as Guadalcanal ', 'taking a public stand in favor of civil rights for African Americans ', 'founding the National Organization for Women']",founding the National Organization for Women
726,475,us_history,"In the aftermath of World War I, President Woodrow Wilson","['urged U.S. neutrality toward European nations ', 'fought for the establishment of the League of Nations ', 'signed the Balfour Declaration with Great Britain ', 'participated in a peace conference in Berlin ', 'vetoed the Espionage and Sedition Acts']",fought for the establishment of the League of Nations 
727,476,us_history,Hillary Rodham Clinton is the first first lady to do which of the following?,"['Hold elected political office ', 'Publish an autobiography ', 'Fight for education and health-care reform ', 'Get a college education ', 'Restore and redecorate public rooms in the White House']",Hold elected political office 
728,477,us_history,The Black Codes of the late 1860s had which of the following purposes?,"['To restore the status quo of Southern society before the Civil War ', ""To enforce freedmen's right to vote "", 'To allow African Americans to hold elected office ', 'To intimidate Democrats into staying away from the polls ', 'To nullify the Secession Acts of 1860 and 1861']",To restore the status quo of Southern society before the Civil War 
729,478,us_history,During the mid-1800s farmers faced all the following problems EXCEPT:,"['The supply of crops exceeded the demand for them. ', 'They incurred debt from purchases of land or equipment. ', 'The prices of crops had fallen. ', 'There were no protective tariffs on imported crops. ', 'The Grange and Alliance movements prevented them from organizing.']",The Grange and Alliance movements prevented them from organizing.
730,479,us_history,Strikes led by members of the International Ladies' Garment Workers' Union had all the following effects EXCEPT:,"['Employers agreed to raise wages. ', 'Employers agreed to shorten the workweek. ', 'Employers agreed to a closed shop. ', 'Union membership rose by the tens of thousands. ', 'Many African American women joined the strikers.']",Employers agreed to a closed shop. 
731,480,us_history,Theodore Roosevelt began his presidency with all the following goals EXCEPT:,"['fighting rigid class distinctions in U.S. society ', 'speaking his mind on important issues of the day ', 'forcing corporations to serve the public good ', 'overseeing ratification of the Nineteenth Amendment on woman suffrage ', 'fighting unethical and illegal conduct in big businesses']",overseeing ratification of the Nineteenth Amendment on woman suffrage 
732,481,us_history,Which of the following does NOT characterize the Clinton administrations of the 1990s?,"['Economic prosperity ', 'Federal budget surpluses ', 'Low unemployment rates ', 'Passage of important social legislation ', 'Strained relations with foreign allies']",Strained relations with foreign allies
733,482,us_history,American Tories remained loyal to Great Britain during the Revolutionary War for all the following reasons EXCEPT:,"['belief that it was immoral to turn against a hereditary monarch ', 'desire to protect the power and wealth they enjoyed as British subjects ', 'personal loyalty to King George III ', 'unwillingness to commit what they believed was treason by taking up arms against Britain ', 'belief that the various acts of Parliament were neither onerous nor oppressive']",belief that the various acts of Parliament were neither onerous nor oppressive
734,483,us_history,All the following factors led to the decline and fall of the Industrial Workers of the World EXCEPT:,"['the failure of several labor strikes ', ""people's fear of the IWW's methods and goals "", 'refusal of employers to accept an open shop ', 'a government crackdown on union activity ', 'conflict within the IWW leadership']",refusal of employers to accept an open shop 
735,484,us_history,"Europeans explored and colonized the ""New World"" for all the following motives EXCEPT:","['desire for religious and political freedom ', 'expansion of European-based empires ', 'discovery of the Northwest Passage ', 'greed for gold, treasure, and natural resources ', 'assimilation into New World cultures']",assimilation into New World cultures
736,485,us_history,Which of the following was NOT a prominent protest group during the civil rights era?,"['Southern Christian Leadership Conference ', 'Fair Employment Practices Committee ', 'Montgomery Improvement Association ', 'Student Nonviolent Coordinating Committee ', 'Congress of Racial Equality']",Fair Employment Practices Committee 
737,486,us_history,American pop music of the 1960s was characterized by all the following EXCEPT:,"['song lyrics with political messages ', 'use of electrically amplified instruments ', 'a new link between rock and folk music ', 'a rise in the popularity of big bands ', 'song lyrics that protested against ""the establishment""']",a rise in the popularity of big bands 
738,487,us_history,"We are people of this generation, bred in at least modest comfort, housed now in universities, looking uncomfortably to the world we inherit. The author of the above quotation most likely would have supported which of the following movements?","['Counterculture ', 'Labor ', 'Temperance ', 'Religious revival ', 'Feminist']",Counterculture 
739,488,us_history,The Seneca Falls Convention of 1848 was called primarily to,"['integrate U.S. society along race, gender, and class lines ', 'declare that women and men should have equal rights ', 'revise the Declaration of Independence ', 'force the president of the United States to grant women the right to vote ', 'do away with the economic system based on owning private property']",declare that women and men should have equal rights 
740,489,us_history,All the following authors were considered members of the nineteenth-century Transcendentalist commu nity EXCEPT:,"['Bronson Alcott ', 'Ralph Waldo Emerson ', 'Margaret Fuller ', 'Henry David Thoreau ', 'Emily Dickinson']",Emily Dickinson
741,490,us_history,Henry Clay's American System called for all the following EXCEPT:,"['a national bank ', 'protective tariffs ', 'a national transportation system ', 'a sound national currency ', 'a free-trade agreement with Great Britain']",a free-trade agreement with Great Britain
742,492,us_history,Which one of the following men did NOT play a key role in the U.S. military during the Revolutionary War?,"['Benedict Arnold ', 'Ethan Allen ', 'Samuel Adams ', 'George Rogers Clark ', 'Nathaniel Greene']",Samuel Adams 
743,493,us_history,The Japanese Internment of World War II was focused primarily on Japanese-Americans who resided in the following state:,"['Florida ', 'California ', 'New York ', 'Illinois ', 'Michigan']",California 
744,494,us_history,Demobilization after World War I had all the follow ing effects on the economy EXCEPT:,"['Factories cut back production and dismissed workers. ', 'Crop prices fell to new lows. ', 'Prices of consumer goods went up. ', 'Women were pressured into giving up their jobs to men. ', 'Employment rates rose as veterans returned to the workforce.']",Employment rates rose as veterans returned to the workforce.
745,495,us_history,During the 1920s African Americans migrated to the North primarily to,"['join the NAACP ', 'escape violence and oppression ', 'organize unions for African-American laborers ', 'take jobs on cattle ranches or acquire homesteads ', 'take part in major protests against racial discrimination']",escape violence and oppression 
746,496,us_history,"This bill will destroy our common life and will rob us of everything which we hold dear-our lands, our customs, our traditions. The speaker of the above quotation most likely was referring to which of the following?","['The Bursum Bill ', 'The Taft-Hartley Act ', 'The Sherman Antitrust Act ', 'The Immigration Act ', 'The Equal Rights Amendment']",The Bursum Bill 
747,497,us_history,All the following were Union generals during the Civil War EXCEPT:,"['William Tecumseh Sherman ', 'Ambrose Burnside ', 'Thomas ""Stonewall"" Jackson ', 'Ulysses S. Grant ', 'George McClellan']","Thomas ""Stonewall"" Jackson "
748,498,us_history,The GI Bill of Rights gave millions of veterans the opportunity to,"['get a college education ', 'join a branch of the armed forces ', 'refuse combat duty ', 'move to Canada ', 'be given a fair trial if court-martialed']",get a college education 
749,499,us_history,All the following were parts of the Anaconda Plan in the Civil War EXCEPT:,"['a Union blockade of Confederate ports ', 'a siege of Richmond by federal troops ', 'a campaign to destroy Southern railroads and industries ', 'cutting the South in half by seizing the Mississippi ', 'assaulting coastal ports to seize trading vessels']",a siege of Richmond by federal troops 
750,500,us_history,"Theodore Roosevelt's ""Square Deal"" called for all the following EXCEPT:","['limiting the power of trusts ', 'enacting cuts in personal income taxes ', 'promoting public health and safety ', 'improving working conditions for the laboring class ', 'balancing the interests of big business, consumers, and labor']",enacting cuts in personal income taxes 
751,501,us_history,Which of the following novels is a literary icon of the Jazz Age?,"['The Troll Gardenby Willa Cather ', 'The Great Gatsbyby F. Scott Fitzgerald ', 'The House of Mirth by Edith Wharton ', 'Of Mice and Men by John Steinbeck ', 'The Portrait of a Lady by Henry James']",The Great Gatsbyby F. Scott Fitzgerald 
752,502,us_history,"In Powell v. Alabama, the Supreme Court revoked the death sentences of the ""Scottsboro boys"" on the grounds that","['the police had forced the defendants to confess their guilt ', 'the defendants had been denied the right to a trial by jury ', 'the defendants had alibis from eyewitnesses who had not been allowed to testify ', 'the defendants had been denied the right to due process ', 'the defendants had been framed for crimes committed by other people']",the defendants had been denied the right to due process 
753,503,us_history,"For what did you throw off the yoke of Britain and call yourselves independent? Was it from a disposi tion fond of change, or to procure new masters ?... This new form of national government . . . will be dangerous to your liberty and happiness. The speaker of the above quotation was most likely a member of which group?","['Federalists ', 'Sons of Liberty ', 'Democrats ', 'Antifederalists ', 'Tories']",Antifederalists 
754,504,us_history,All the following were New Deal programs EXCEPT:,"['Civil Works Administration ', 'Reconstruction Finance Corporation ', 'National Labor Relations Act ', 'Farm Security Administration ', 'Federal Housing Administration']",Reconstruction Finance Corporation 
755,505,us_history,Which of the following was a leader of Sioux resist ance in the 1870s?,"['Chief Joseph ', 'Geronimo ', 'Squanto ', 'Sitting Bull ', 'Powhatan']",Sitting Bull 
756,506,us_history,"The eastern half of which present-day state was called ""Indian Territory"" until 1907?","['Nebraska ', 'Kansas ', 'Oklahoma ', 'Colorado ', 'Arizona']",Oklahoma 
757,507,us_history,Nativists took all the following steps to protest immigration EXCEPT:,"['committing violence against immigrants ', 'vandalizing Catholic churches because they were centers of immigrant neighborhoods ', 'forming a political party to support restrictions on immigration ', 'lynching immigrants and blaming African Americans for the crimes ', 'electing many state and local officials who discriminated against immigrants']",lynching immigrants and blaming African Americans for the crimes 
758,508,us_history,"Before 1800, most immigrants to the United States were","['Mexican ', 'British ', 'Dutch ', 'German ', 'Chinese']",British 
759,509,us_history,The United States acquired the last of the territory that would make up the contiguous United States during which decade?,"['1770s ', '1800s ', '1840s ', '1850s ', '1950s']",1850s 
760,510,us_history,"Between 1830 and 1860, the majority of European immigrants to the United States were from","['France and Hungary ', 'Belgium and Switzerland ', 'Italy and Spain ', 'Ireland and Germany ', 'Russia and Greece']",Ireland and Germany 
761,511,us_history,"Which section of Article VI of the Constitution states that when federal and state laws come into conflict with each other, ultimate authority is given to federal laws?","['Eminent domain ', 'Supremacy clause ', 'Public domain ', 'Sovereignty clause ', 'Elastic clause']",Supremacy clause 
762,512,us_history,The Indian Removal Act of 1830 stated that,"['all East Indian immigrants were to be deported ', 'burial grounds would be established for Native Americans killed in conflict with federal troops ', 'all Native American images would be removed from public display ', 'Native American tribes living east of the Mississippi River would be relocated ', 'all government officials of Native American ancestry would be dismissed from their posts']",Native American tribes living east of the Mississippi River would be relocated 
763,514,us_history,"William Jennings Bryan's ""Cross of Gold"" speech at the Democratic Convention of 1896 proposed which of the following?","['That the United States maintain the gold standard ', 'That a cross of gold be erected on the White House lawn ', 'That silver be coined to inflate the U.S. currency ', 'That churches pay income taxes to aid the poor ', 'That the United States sell gold to foreign investors']",That silver be coined to inflate the U.S. currency 
764,515,us_history,Cesar Chavez became prominent in the 1960s as,"['the speaker of the house in Texas ', 'a bilingual television host in California ', 'the head of an organization that promoted Hispanic boxers ', 'the leader of the United Farm Workers ', 'the first Hispanic mayor of a U.S. city']",the leader of the United Farm Workers 
765,516,us_history,The first President of the Independent Republic of Texas was,"['Sam Houston ', 'Walter Dallas ', 'Stephen F. Austin ', 'Jim Bowie ', 'Dallas Green']",Sam Houston 
766,517,us_history,All the following innovations were a direct result of the growth of U.S. cities from 1865 to 1900 EXCEPT:,"['the elevator ', 'the skyscraper ', 'the automobile ', 'trolley cars ', 'steel frame construction']",the automobile 
767,518,us_history,"One of the best ways to cope with (fear), is to turn it around and put it out to others . . . if you are afraid of the dark, you put the audience in a dark theater. I had a great fear of the ocean. This quotation most likely describes which of the following blockbuster American films?","['Gone With the Wind ', 'Star Wars ', 'Jaws ', 'The Sound of Music ', 'The Wizard of Oz']",Jaws 
768,519,us_history,Which of the following made New York the first state to grant women the right to own property?,"['The Nineteenth Amendment, 1920 ', ""The Married Women's Property Act, 1848 "", 'The Emancipation Proclamation, 1863 ', 'The Seneca Falls Declaration of Sentiments, 1848 ', 'The Fourteenth Amendment, 1868']","The Married Women's Property Act, 1848 "
769,520,us_history,Which of the following helped make the Second Great Awakening a success?,"['The growth of Lutheranism ', 'Early German immigration ', 'The preaching of Jonathan Edwards ', 'A decline in Protestant denominations ', 'Circuit riders, or itinerant ministers']","Circuit riders, or itinerant ministers"
770,521,us_history,Which of the following is a nickname for the gener ation born between 1945 and 1965?,"['The lost generation ', 'The beat generation ', 'The baby boom generation ', 'The peace generation ', 'Generation X']",The baby boom generation 
771,522,us_history,"Which of the following is a broad program created by Martin Luther King, Jr., to confront the issues of U.S. economic inequalilty and poverty regardless of race.","[""The Poor People's Campaign "", 'The March on Washington ', 'Affirmative action ', 'Black power ', 'War on Poverty']",The Poor People's Campaign 
772,523,us_history,Which of the 13 British colonies was founded on the southern frontier of British North America to provide a fresh start for debtors?,"['South Carolina ', 'Virginia ', 'Florida ', 'Georgia ', 'North Carolina']",Georgia 
773,524,us_history,Pickett's Charge became the turning point for the Union against the Confederacy in which of the following Civil War battles?,"['Chancellorsville ', 'Gettysburg ', 'Antietam ', 'Vicksburg ', 'Second Bull Run']",Gettysburg 
774,525,us_history,During the 1860s and 1870s federal troops repeat edly clashed with Native Americans in which of the following regions?,"['Northeast ', 'Great Lakes ', 'Southeast ', 'Mississippi Valley ', 'Great Plains']",Great Plains
775,526,us_history,Which of the following proposed a 1930s relief program in which money would be taken from the wealthy and given to the poor?,"['Harold Ickes ', 'Huey Long ', 'John Nance Garner ', 'Alf Landon ', 'Father Charles Coughlin']",Huey Long 
776,527,us_history,Mary Boykin Chesnut is best known for which of the following?,"['Writing a diary that documents home life on the plantation during the Civil War ', 'Acting as a spy, passing secret troop placements to the Union ', 'Writing newspaper editorials opposing the Confederacy ', 'Running for the Senate in 1864 ', 'Harboring runaway slaves in South Carolina']",Writing a diary that documents home life on the plantation during the Civil War 
777,528,us_history,Which group opposed ratification of the Constitution because its members feared a powerful national government?,"['Whigs ', 'Continentalists ', 'Tories ', 'Democratic-Republicans ', 'Antifederalists']",Antifederalists
778,529,us_history,"Which of the following leaders did NOT sign the Treaty of Versailles, ending World War I?","['Woodrow Wilson ', 'Georges Clemenceau ', 'Vittorio Orlando ', 'Henry Cabot Lodge ', 'David Lloyd George']",Henry Cabot Lodge 
779,530,us_history,The active colonial protest group called Sons of Lib erty first organized in which of the following cities?,"['Philadelphia ', 'New York ', 'Boston ', 'Williamsburg ', 'Charleston']",Boston 
780,531,us_history,Powers shared by the federal and state governments are called,"['concurrent powers ', 'sovereign powers ', 'bicameral powers ', 'reduced powers ', 'federal powers']",concurrent powers 
781,532,us_history,The first election in which the Twenty-Sixth Amend ment (allowing 18-year olds to vote) was in effect was held in,"['1948', '1964', '1972', '1976', '1980']",1972
782,533,us_history,"The term ""planned obsolescence"" refers to which of the following?","['The practice of letting a contract expire ', 'An urban planning strategy designed to rebuild neighborhoods on a timed schedule ', 'The business practice of manufacturing products specifically designed to go out of style and be replaced by new models ', 'A temporary construction site ', 'The government system for maturing savings bonds']",The business practice of manufacturing products specifically designed to go out of style and be replaced by new models 
783,534,us_history,The skyscraper boom in U.S. cities was facilitated by Elisha Otis's development of,"['the revolving door ', 'the elevator ', 'the telephone ', 'refrigeration ', 'the lightbulb']",the elevator 
784,535,us_history,Which of the following Eastern tribes was NOT a member of the Iroquois League?,"['Seneca ', 'Mohawk ', 'Onondaga ', 'Delaware ', 'Cayuga']",Delaware 
785,536,us_history,"Which prominent U.S. inventor was known as ""the Wizard of Menlo Park""?","['Albert Einstein ', 'Alexander Graham Bell ', 'Henry Ford ', 'Tobias Fuller ', 'Thomas Edison']",Thomas Edison
786,537,us_history,"All the following statements support the theory that the West was developed by big business, big government, and technology EXCEPT:","['The government gave away land to anyone who would claim it, live on it, and farm it. ', 'The railroad companies brought thousands of Chinese immigrants to the West. ', 'The U.S. Army protected the settlers and evicted Native Americans. ', 'The railroad made it possible to transport necessary supplies to pioneer farmers in rural areas. ', 'Farmers had no national association to which they could apply for help.']",Farmers had no national association to which they could apply for help.
787,538,us_history,"The phrase ""Great White Hope"" refers to which of the following?","['Babe Ruth, whose home run hitting restored faith in baseball after the Black Sox scandal of 1919 ', 'Boston Celtics basketball star Larry Bird ', ""The women's gymnastics team at the 1980 Olympic Games "", 'A white boxer good enough to defeat Jack Johnson, world heavyweight champion in 1908 ', 'Swedish tennis champion Bjorn Borg']","A white boxer good enough to defeat Jack Johnson, world heavyweight champion in 1908 "
788,539,us_history,All the following factors combined to cause the United States to declare war on Great Britain in 1812 EXCEPT:,"['U.S. desire to acquire Canada and Florida ', 'bumbling policies of President James Madison ', 'impressment of U.S. sailors into the British Navy ', 'British alliance with and support of Native American tribes ', 'U.S. purchase of New France, later called the Louisiana Territory']","U.S. purchase of New France, later called the Louisiana Territory"
789,540,us_history,In 1837 Horace Mann worked for all the following publicschool reforms in Massachusetts EXCEPT:,"['raising teacher salaries ', 'pressuring the legislature to increase funding for schools ', ""opening the nation's first public high schools "", 'starting teacher training schools ', 'updating the curriculum']",opening the nation's first public high schools 
790,541,us_history,Some historians date the start of the Civil War to April 1861 when,"['John Brown led a raid on the federal arsenal at Harpers Ferry ', 'South Carolina seceded from the United States ', 'Confederate forces fired on Fort Sumter, South Carolina ', 'President Lincoln issued the Emancipation Proclamation ', 'Union troops laid siege to Richmond, Virginia']","Confederate forces fired on Fort Sumter, South Carolina "
791,542,us_history,The primary cause of the market revolution of the early 1800s was,"['the creation of a national bank ', 'the building of national roads and canals ', 'the abandonment of the gold standard ', 'the development of refrigeration ', 'the signing of an international trade agreement']",the building of national roads and canals 
792,543,us_history,The Voting Rights Act of 1975 stated which of the following?,"['Young people between the ages of 18 and 21 had the right to vote. ', 'People must register with a political party in order to vote. ', 'Resident aliens could vote in local elections. ', 'People did not have to reveal which candidates they voted for. ', 'Voting materials must be made available in a variety of languages.']",Voting materials must be made available in a variety of languages.
793,544,us_history,"The party reached out mostly to men, to young, black urban men who were on the streets, who knew that there were no options somewhere in their lives. The speaker of the above quotation most likely is referring to which of the following?","['The Black Panther Party ', 'The civil rights movement ', 'The Reform Party ', 'The Urban League ', 'The Socialist Party']",The Black Panther Party 
794,545,us_history,Which of the following was NOT a U.S. victory in the Pacific in World War II?,"['The attack on Guadalcanal ', 'The Battle of the Coral Sea ', 'The Battle of the Bulge ', 'The Battle of Midway ', 'The Battle of Leyte Gulf']",The Battle of the Bulge 
